"","TNJ_Uni_A","TNJ_Uni_V","TNJ_Bi_A","TNJ_Bi_V","TNJ_Bi","Pitch","RhythmV","RhythmA","SRT_A","SRT_V","SRT_B","LocalizationV","LocalizationA","SpeechA","SpeechAV","Corsi","LetterNumberSpan","Cancellation","Raven","WordMemory","Trail","Pcommon","sigmaU","sigmaD","AuditoryScore","VisualScore","PerceptualScore","CognitiveScore"
"65",0.201326593711475,0.172152558500366,1.0667843047023,0.923424328899954,0.753723822253774,0.648365567760382,-0.560397601210295,-0.423292624043625,-0.069050931789329,-2.22936388653417,-0.0461841320300672,-1.1529743796654,-0.943937961831429,-0.462400058189674,-1.55139688607933,-0.920318910522853,-1.49279213113386,0.825408616197587,-0.334078321440095,0.15401224538707,-0.916580289472679,0.858965,0.576571,0.325239,0.480194948509777,-2.84715898000955,-1.65942434127606,-3.31916538759148
"66",0.485014066668551,-0.582039602548847,0.833662793936004,0.923424328899954,0.529514837152968,0.0938876599258796,0.90286280194992,1.08770129975767,-0.229217400088895,0.54066656558377,-0.211553991927965,0.280631904220156,-0.414135108587178,2.13860026912724,0.310279377215866,0.0303401838633912,1.450303002597,0.384945934197274,0.316768563852527,-1.27830163671269,0.698868672821166,0.764007,0.699098,0.309294,1.85691331161203,2.06554599810495,4.24042015494199,1.21433542501338
"67",-0.649735825159753,-0.833436989565251,-0.798187781428091,-1.84474518552451,-0.905422667492194,-0.414383755589081,-0.560397601210295,-0.423292624043625,-2.07556815853925,0.5265130779677,0.260071875841269,0.344245075873227,0.124133059846953,-0.462400058189674,-0.9308381316476,0.980999278249635,-0.231465645249204,0.0673491625216186,0.316768563852527,0.726937798226973,1.63642397726094,0.462863,2.104554,0.446055,-4.23703508491285,-2.36782162245913,-7.25020749902291,0.929751025953949
"70",-1.2171107710739,0.172152558500366,-0.798187781428091,-1.05383960997466,-0.681213682391388,-0.830242186464957,-0.560397601210295,0.83586897912412,0.460733490019632,-2.22549718722502,-0.174379592717497,0.00366321476133043,0.598022776636393,-0.462400058189674,1.55139688607933,0.980999278249635,-0.651907807210756,-0.716121126538817,-0.0086548787937846,0.440475021807022,0.661950071585897,0.760596,0.777651,0.476443,-0.950915493186809,-3.66391862514828,-5.47042739344398,1.59618737359263
"72",1.0523890125827,0.172152558500366,0.600541283169704,0.725697935012492,0.977932807354581,1.6649083987903,1.14673953580996,-0.675124944677174,0.712089798737752,0.623690754826699,1.33371696771261,-0.8292015387317,0.844370264935286,-0.462400058189674,2.17195564051106,0.0303401838633912,0.399197597693124,0.643568344145776,0.967615449145148,1.29986335106688,0.507409640916024,0.639198,0.597026,0.260915,4.19917381353857,1.83907924541781,8.34990283402358,5.51254056642538
"73",0.485014066668551,-0.833436989565251,0.134298261637106,-0.0652076405373556,-0.457004697290581,0.509746090801756,-1.2920278027904,-0.423292624043625,-0.98034057738125,-1.63943504833496,-2.41570129443658,1.56833423635263,-0.501865682355305,2.13860026912724,0.310279377215866,0.0303401838633912,0.399197597693124,1.05651315623505,0.967615449145148,-0.132450531032881,0.144103985166613,0.551166,1.298692,0.731851,-0.776440464672766,-2.26177324487534,-5.91091970127527,2.6314952331197
"74",-2.63554813585929,-0.330642215532442,-1.03130929219439,-1.05383960997466,-1.39868243471397,-0.64541621718679,0.90286280194992,0.83586897912412,-0.598169877844595,-1.83020202102723,-1.56540429935119,1.43440499475039,1.61104344101686,-0.462400058189674,-0.310279377215867,0.0303401838633912,-1.49279213113386,0.172869560397065,-0.984925206732717,-0.705376083872783,-1.18604706029196,0.947468,1.507323,0.70135,-2.46353110294408,-0.877416049834027,-6.30503388684326,-3.29016305469477
"75",-2.06817318994513,0.674947332533176,-1.49755231372699,0.52797154112503,-0.681213682391388,-0.0447318170327461,-0.560397601210295,-0.171460303410076,NA,0.330770419802727,-0.559745203469058,0.210395111419848,-0.158989623577245,-0.462400058189674,2.17195564051106,-0.920318910522853,1.02986084063545,0.728247548313966,-0.659501764086406,0.15401224538707,-1.02579745549735,0.275047,0.784126,0.681897,-3.94090724769219,1.18368680367049,-3.99817932988215,2.50425560023829
"76",-1.2171107710739,0.92634471954958,-0.098823249129193,1.31887711667488,0.664040228213452,0.371126613843131,-0.0726441334902233,0.0803720172234728,-0.168551610539225,-2.47229098071241,-0.126057859337432,1.75216095207387,NA,-0.462400058189674,-0.9308381316476,0.0303401838633912,-1.49279213113386,0.966986172256574,1.29303889179146,0.440475021807022,2.18827520681022,0.6044,0.791419,0.359145,-1.03298699967572,1.45244767409569,0.957443043295987,0.307210006936987
"80",0.768701539625626,-1.08483437658166,0.134298261637106,-0.658386822199741,-0.277637509209936,0.740778552399466,2.36612320511013,-0.423292624043625,0.615652785983673,0.76928560436356,1.31492633168122,0.559946526423707,0.240133470114235,-0.462400058189674,-0.310279377215867,0.0303401838633912,-0.389131455984786,-0.456711231498741,0.967615449145148,1.29986335106688,0.876131353805406,0.337909,0.899559,0.269663,2.07627198571648,1.952134137116,5.06569494530377,1.14169691937602
"81",1.0523890125827,0.674947332533176,1.2999058154686,0.923424328899954,1.56087616861668,0.786985044719008,2.60999993897017,0.332204337857022,2.04606781069355,-0.748225178659813,1.65333170349883,2.09201738114929,2.86223703275929,-0.462400058189674,-0.310279377215867,0.980999278249635,-0.231465645249204,0.925345714592165,1.61846233443777,1.01340057464692,-0.0945248665811529,0.040963,0.370992,0.216432,8.37978905408018,5.55216380289278,17.1461607290885,3.99646287946142
"84",-2.91923560881636,0.423549945516771,-2.19691684602589,-1.25156600386213,-1.35384063769381,0.648365567760382,-0.80427433507033,-0.926957265310723,-0.255109620045573,-2.20623526993042,-0.462538665882371,0.222638432683586,-0.136417208987047,-0.462400058189674,0.930838131647599,2.88231746702212,-0.651907807210756,0.499982020890967,-1.31034864937903,0.15401224538707,0.798958594527516,0.761653,0.77361,0.778577,-5.78627098142521,-3.61588723066252,-11.2185375156639,2.50489340835798
"85",-0.0823608792456019,0.92634471954958,0.134298261637106,0.725697935012492,-0.277637509209936,-0.64541621718679,-1.04815106893037,-0.926957265310723,-0.9704799960428,-1.43242179882533,-0.986468445641318,0.691197475449929,0.517440856604345,-0.462400058189674,-1.55139688607933,0.0303401838633912,-0.231465645249204,0.646573808544124,-0.334078321440095,-1.27830163671269,-1.22360253623907,0.954802,0.718326,0.362643,-1.97347523954446,-0.137332737743692,-3.37491393213941,-2.7183284970738
"87",-1.78448571698806,-0.330642215532442,-0.098823249129193,-0.262934034424818,-0.591530088351065,-0.599209724867249,0.171232600369812,-1.17878958594427,0.115358652301395,0.27429545352813,0.387135422480306,0.457995379213446,-0.843231197847847,-0.462400058189674,0.310279377215866,0.0303401838633912,-0.651907807210756,-0.224651646790105,-0.334078321440095,-0.991838860292734,-2.32970716846022,0.709753,1.843363,0.465231,-4.38918082247522,0.309947183154128,-4.28362830519185,-1.86185707465443
"88",0.768701539625626,0.674947332533176,0.600541283169704,1.31887711667488,1.78508515371748,1.1104304909558,0.171232600369812,1.08770129975767,1.22396346034406,0.964710624992895,1.20928147568708,1.65486697384716,0.824901386691156,-0.462400058189674,-0.9308381316476,0.980999278249635,-0.952223637183292,0.72180180727531,1.29303889179146,0.440475021807022,-0.271778062397816,0.099719,0.4345,0.367631,5.61623946054401,4.78463464841792,13.3952407383665,1.55325323029253
"89",0.768701539625626,-1.08483437658166,0.833662793936004,0.923424328899954,0.529514837152968,1.29525646023397,-0.560397601210295,0.584036658490571,1.07462418825933,0.920157380989394,0.593116884020618,-0.38399336065227,-1.11365440912288,-0.462400058189674,-0.9308381316476,0.980999278249635,-0.231465645249204,1.00279696584797,0.316768563852527,0.726937798226973,0.811404359721229,0.617693,0.991375,0.259537,3.44262723142262,-0.185643628554872,4.37961532404133,1.8651988292803
"90",-0.649735825159753,-0.330642215532442,0.134298261637106,0.725697935012492,0.260464055032,0.786985044719008,0.171232600369812,0.584036658490571,0.373361722237515,0.528028697360395,0.820182683768394,0.843608623331573,1.08281991224425,2.13860026912724,-1.55139688607933,0.980999278249635,0.399197597693124,0.44487839897333,0.642192006498837,-0.705376083872783,0.62184470482953,0.163439,0.790479,0.33496,2.3117657741687,1.93792564054183,5.33033815351092,0.210494311462811
"91",-2.35186066290221,0.674947332533176,0.134298261637106,-0.0652076405373556,-0.41216290027042,-0.506796740228165,0.171232600369812,-0.926957265310723,-1.19580945087493,0.229837402958715,0.0554328397651208,0.0662837742008231,-1.12325268263905,-0.462400058189674,0.310279377215866,-0.920318910522853,-0.651907807210756,-0.033446697537522,-0.984925206732717,-1.56476441313264,-0.944040397588771,0.949369,0.630557,0.461762,-5.97037854031797,1.07709346952517,-5.2500151312981,-3.84508365792062
"92",0.485014066668551,-1.33623176359806,0.367419772403405,0.330245147237568,-0.457004697290581,0.925604521677633,-0.560397601210295,-1.68245422721137,1.13129990072251,0.655292463367904,-2.0617397346917,-1.25687946818924,-0.574512249952455,-0.462400058189674,-0.310279377215867,0.980999278249635,1.75061883256954,0.361712446603718,1.29303889179146,-0.132450531032881,-0.190336956498441,0.95737,0.771241,0.379337,0.652371784308277,-2.16797122239212,-4.03434387006613,3.94363954096561
"93",1.0523890125827,0.423549945516771,1.2999058154686,0.132518753350106,0.977932807354581,1.20284347559488,0.415109334229848,2.09503058229186,1.0192958471761,1.11436653475657,1.33739113884728,0.225102327123884,-0.0424444601864513,2.13860026912724,-0.9308381316476,-0.920318910522853,0.399197597693124,-0.364583850454101,1.61846233443777,0.440475021807022,0.0576873705510285,0.422589,0.534087,0.261255,6.62702027292771,2.31064689497718,11.2529911141067,0.242394061313362
"97",-0.0823608792456019,0.172152558500366,-0.331944759895492,-0.658386822199741,-0.72605547941155,-1.47713307893854,-1.53590453665044,-1.17878958594427,0.239158805827192,0.263007596796651,0.442966825865381,-0.849514794600394,-0.84481282505905,NA,2.17195564051106,-1.8709780049091,-1.1774605096627,0.61311620008129,-1.96119553467165,0.440475021807022,-1.43886431029003,0.949173,0.747576,0.359251,-3.67588232325577,-2.60864599815356,-6.56761697495549,-1.78408718684407
"98",0.768701539625626,1.42913949358239,1.0667843047023,1.51660351056234,0.843407416294098,-0.506796740228165,1.39061626966999,0.332204337857022,-1.26291178102355,0.625476778138935,-1.57155341294286,0.422796702016107,-0.0154919682097122,-0.462400058189674,1.55139688607933,0.0303401838633912,1.02986084063545,-0.608688745764645,0.316768563852527,0.440475021807022,1.03566998390856,0.209028,0.680547,0.288473,0.382489692723519,5.38463275396976,5.03897645004452,2.76015275047308
"99",0.485014066668551,-0.582039602548847,1.0667843047023,-0.262934034424818,0.394989446092484,1.01801750631672,1.87836973739006,0.83586897912412,-0.891536304578711,0.355025592511916,-0.508718938690474,1.10322081377699,-0.114510761831942,-0.462400058189674,0.930838131647599,0.980999278249635,-0.0512761472656814,-2.11274207660308,1.29303889179146,-0.132450531032881,-0.416722877294293,0.617816,0.969845,0.216663,2.39963779040104,2.4916425067053,4.77755080450835,0.908407546787052
"102",0.485014066668551,0.92634471954958,0.134298261637106,-0.262934034424818,0.484673040132807,1.38766944487305,-0.80427433507033,0.332204337857022,-0.322508294436002,-0.453369429496127,-0.96133593961237,-0.293628035723156,-1.56119412745227,-0.462400058189674,-0.310279377215867,0.0303401838633912,NA,-1.14585064963551,-0.984925206732717,-0.418913307452832,-0.481710259269612,0.698119,0.552422,0.323141,0.45548368914746,-0.887861115164851,-0.909040325496955,-2.82962835717354
"103",-0.366048352202677,-0.0792448285160374,-0.331944759895492,-0.0652076405373556,0.394989446092484,0.971811013997175,-0.0726441334902233,0.83586897912412,0.370496174031579,0.776784637742482,0.454710088554219,-0.965582079055851,-1.23910184330884,-0.462400058189674,0.930838131647599,0.0303401838633912,-0.0512761472656814,0.00703322450755591,-0.334078321440095,-0.418913307452832,0.402322692837614,0.545569,0.778972,0.360716,0.24108121174586,-0.405894043856986,0.684886702535578,0.163943763859938
"104",-1.78448571698806,0.674947332533176,-0.331944759895492,-1.05383960997466,-0.950264464512356,-1.7543720328558,-1.2920278027904,-0.675124944677174,-1.89028701742616,-1.3192880576497,-2.13315417379526,-0.987306352750715,-0.884309045949883,-0.462400058189674,-1.55139688607933,-0.920318910522853,-0.231465645249204,-2.32760683815143,-1.96119553467165,-1.56476441313264,-0.602065591813167,0.597912,1.80816,0.598693,-7.32052351779256,-3.9775144906323,-14.3814566467325,-8.5567482278071
"108",-0.93342329811683,-0.833436989565251,-1.26443080296069,-0.856113216087203,-0.905422667492194,0.371126613843131,-0.0726441334902233,-0.423292624043625,0.243063511777059,0.486324079138342,-0.325489858484598,0.666712269830611,-0.938637143014859,-0.462400058189674,-0.9308381316476,0.0303401838633912,0.399197597693124,1.20895099382003,0.316768563852527,-0.991838860292734,0.637002580214478,0.519088,1.319863,0.71835,-2.94559374251581,-0.609157990173724,-4.78566425866633,0.0325803472887368
"109",1.0523890125827,1.17774210656598,-0.098823249129193,0.330245147237568,0.529514837152968,-1.15368763270175,0.658986068089884,-0.423292624043625,-0.221461095306425,0.770478946835053,0.277034907039414,-0.0801687554462011,NA,-0.462400058189674,-0.310279377215867,0.0303401838633912,1.02986084063545,0.358202681202922,-0.0086548787937846,0.15401224538707,0.637024799080462,0.471794,0.90976,0.282475,-0.844875588598291,2.85728351328229,2.81895766887638,1.25348169507918
"111",0.768701539625626,0.92634471954958,0.367419772403405,1.51660351056234,-0.41216290027042,0.833191537038549,1.39061626966999,1.59136594102477,0.58043902398222,0.603401577975871,1.29219246659104,-1.16842545002306,-0.380332492668606,-0.462400058189674,0.930838131647599,0.0303401838633912,0.399197597693124,-0.339524907750738,0.642192006498837,-1.27830163671269,0.118099002761288,0.986667,0.629603,0.303534,3.76078532140596,3.26854062773472,7.9093555154613,0.384741375239528
"113",1.0523890125827,-2.34182131166368,-0.331944759895492,-1.44929239774959,-0.636371885371226,1.20284347559488,-1.04815106893037,-0.675124944677174,1.0994868581241,0.777958140549609,1.2400078480628,NA,0.261942655866258,-0.462400058189674,0.310279377215866,0.0303401838633912,2.15103993919959,0.192906007085101,1.29303889179146,-0.991838860292734,0.333791912828388,0.199744,1.070881,0.539344,2.60959229759528,-4.06130663779402,-0.848078377507165,2.98576553886267
"117",0.768701539625626,NA,0.367419772403405,-2.63565076107436,-0.995106261532517,0.232507136884505,-0.0726441334902233,2.34686290292541,0.437884303790526,0.792695241599775,0.999689211078408,-1.15947090155399,-0.445552869854145,2.13860026912724,-1.55139688607933,-1.8709780049091,1.02986084063545,-1.16281365712617,-0.334078321440095,1.29986335106688,-0.692549963454649,0.276037,1.902309,0.300372,3.70782278577533,-3.0750705545188,0.637335180802423,-2.58954267785237
"118",0.201326593711475,0.423549945516771,0.367419772403405,0.52797154112503,0.036255069931193,1.15663698327534,-0.560397601210295,1.59136594102477,1.52722514606981,0.674439026368281,0.86636646693939,-0.292119152200165,-1.01687039809446,-0.462400058189674,1.55139688607933,-1.8709780049091,-0.231465645249204,0.17020100798721,-0.984925206732717,-0.132450531032881,-0.575321156017044,0.629422,1.213256,0.338442,3.82710403839034,0.773443759599623,5.50316933486055,-1.49822149385736
"119",-0.0823608792456019,-0.330642215532442,0.600541283169704,0.330245147237568,0.125938663971516,-0.13714480167183,-0.560397601210295,-1.17878958594427,0.29963168728917,0.4511945253373,0.498782026441715,-0.059350056656512,-0.788236634620205,-0.462400058189674,-0.9308381316476,0.0303401838633912,0.399197597693124,0.381785398933835,-1.31034864937903,-1.56476441313264,-1.29279098676783,0.655381,0.850812,0.416346,-1.28635893102303,-0.16895020082438,-0.830588441434183,-2.99462801366891
"122",0.485014066668551,0.172152558500366,-0.331944759895492,-0.262934034424818,0.215622258011839,1.34146295255351,-0.316520867350259,1.59136594102477,0.0226590587070763,0.309964414736703,-0.181981751796819,0.26268408116341,-0.103505423867735,-0.462400058189674,0.310279377215866,0.980999278249635,0.749566065994417,0.693641765624235,0.642192006498837,1.01340057464692,1.88695599560697,0.261621,0.587934,0.321907,3.00505183519068,0.165346152625403,3.2040384940311,4.39007906822992
"128",-1.2171107710739,-0.833436989565251,-3.12940288909108,-1.84474518552451,-1.93678399895591,-1.01506815574313,-0.80427433507033,0.0803720172234728,-0.701520839925268,-0.158735236783783,-0.104812701678744,2.02243391396298,1.7225009124437,-0.462400058189674,-0.310279377215867,-0.920318910522853,-1.1774605096627,-0.0254843929905537,-1.31034864937903,-0.991838860292734,-1.85868626120743,0.999241,1.005366,0.771547,-4.26022972616621,-1.6187578329809,-7.92058425978176,-4.73573070006373
"130",0.768701539625626,0.423549945516771,1.0667843047023,0.52797154112503,1.11245819841507,1.29525646023397,0.658986068089884,0.332204337857022,1.25626757606931,0.801730884060904,-2.61213751478255,3.05669715392268,1.40791670936891,-0.462400058189674,-0.9308381316476,0.0303401838633912,-0.651907807210756,0.610680005357288,-0.0086548787937846,1.01340057464692,1.26238044747897,0.61025,0.547782,0.263046,6.12713092785714,5.46893559271527,10.0963872042049,0.0630199462154633
"131",0.201326593711475,0.92634471954958,-0.098823249129193,0.52797154112503,0.664040228213452,1.48008242951213,-0.0726441334902233,-0.926957265310723,1.20358655153732,0.966939467139123,1.32708430723915,-0.0555198675243226,0.25240396062267,-0.462400058189674,-0.9308381316476,0.0303401838633912,-0.0512761472656814,0.28821866664449,-0.334078321440095,0.15401224538707,1.52118912139599,0.400533,0.692939,0.360135,2.11161902094368,2.29309172679919,6.39583528319547,-0.843621504458425
"132",-0.366048352202677,-1.83902653763087,-0.098823249129193,-0.856113216087203,-0.77089727643171,-1.38472009429946,-1.04815106893037,0.584036658490571,-2.10313945937956,-0.111848307780416,-0.801022276256121,-0.200205772215164,-0.764492003126829,-0.462400058189674,-0.310279377215867,1.93165837263588,-0.651907807210756,0.995225709097291,-0.0086548787937846,-0.705376083872783,-1.09868328086662,0.438422,0.989593,0.351993,-4.13318649964715,-4.05534490264402,-9.760450954979,1.25066593463998
