"","TNJ_Uni_A","TNJ_Uni_V","TNJ_Bi_A","TNJ_Bi_V","TNJ_Bi","Pitch","RhythmV","RhythmA","SRT_A","SRT_V","SRT_B","LocalizationV","LocalizationA","SpeechA","SpeechAV","Corsi","LetterNumberSpan","Cancellation","Raven","WordMemory","Trail","Pcommon","sigmaU","sigmaD","AuditoryScore","VisualScore","PerceptualScore","CognitiveScore"
"133",-1.78448571698806,-1.33623176359806,-1.73067382449329,-1.84474518552451,-1.66773321683494,-0.229557786310913,-0.0726441334902233,0.0803720172234728,-0.92231973629089,-0.291440170845886,-0.282623038069143,-1.22045437488538,-0.629312892318381,-0.462400058189674,-0.9308381316476,-1.8709780049091,-0.952223637183292,0.275834422501341,-1.63577209202534,-0.705376083872783,-1.66524926008716,0.72534,1.161109,0.437765,-5.21597793917806,-4.76551562834407,-11.9318498224262,-5.81935352713677
"134",0.485014066668551,0.423549945516771,1.0667843047023,1.51660351056234,1.650559762657,-0.0909383093522877,-1.53590453665044,1.84319826165832,0.291935670356117,0.530233622929564,0.210417837456983,0.57609244433459,1.89707280163305,-0.462400058189674,0.930838131647599,-0.920318910522853,0.399197597693124,0.641433503243928,-0.984925206732717,1.01340057464692,-0.427615085807877,0.599822,0.476521,0.265682,5.49306679566605,1.51057498669283,8.86461938247287,1.07962568997601
"136",0.768701539625626,0.674947332533176,0.134298261637106,0.725697935012492,0.843407416294098,0.371126613843131,0.90286280194992,0.332204337857022,0.880621502117887,0.854289003025828,0.935083273889915,-0.887628515245644,-1.23358651543759,-0.462400058189674,0.310279377215866,0.980999278249635,NA,0.192689945675277,0.316768563852527,0.440475021807022,1.12969000926972,0.282902,0.667726,0.411728,1.25336573964319,2.27016855727577,5.30202498710297,2.24121218680033
"137",0.768701539625626,-0.330642215532442,-0.798187781428091,0.725697935012492,-0.636371885371226,-1.47713307893854,-1.2920278027904,-0.675124944677174,0.534161088801945,-1.19923209454943,-0.960035116096788,-0.80982000261378,-0.621417833928709,NA,0.930838131647599,0.0303401838633912,-1.49279213113386,0.51979275529887,-0.984925206732717,-0.705376083872783,-0.627331978830257,0.993911,0.650581,0.371555,-2.26900101054495,-2.90602418047356,-6.77143219248652,-1.7021223509295
"148",0.768701539625626,0.674947332533176,1.2999058154686,0.132518753350106,0.305305852052162,0.833191537038549,-0.0726441334902233,-0.171460303410076,0.693188094002604,0.708457796194832,0.806800919473998,1.01766061413252,-0.993567189108861,-0.462400058189674,-0.310279377215867,0.0303401838633912,-0.651907807210756,-1.19039578312725,0.316768563852527,2.15925168032673,-0.323976116639768,0.139294,0.757731,0.219357,2.42995949361644,2.46094036272041,6.00300662786301,0.353777460488779
"150",0.768701539625626,0.674947332533176,1.0667843047023,0.330245147237568,1.0676164013949,1.20284347559488,0.658986068089884,0.332204337857022,-0.0853619517393456,1.0862468367906,0.21183043727177,0.0705880996756141,1.27015111651181,-0.462400058189674,-0.9308381316476,0.980999278249635,0.399197597693124,1.07952185148989,1.29303889179146,1.87278890390678,-0.0622764242675415,0.531406,0.675974,0.257045,4.5553228225523,2.82101348432684,8.65578314554581,4.69470839148329
"151",0.485014066668551,-0.330642215532442,0.833662793936004,0.132518753350106,0.394989446092484,-0.13714480167183,-1.53590453665044,0.584036658490571,-0.144996621258237,0.180066626872234,0.0348443852316244,0.105632960027931,-0.113867288380127,-0.462400058189674,1.55139688607933,0.0303401838633912,-0.0512761472656814,0.573067442751271,0.642192006498837,1.87278890390678,0.185852544927355,0.371491,1.081404,0.258526,1.50670480778493,-1.44832841193261,0.488210227176431,4.61850927583393
"152",1.0523890125827,-0.582039602548847,1.2999058154686,0.52797154112503,0.798565619273937,-0.968861663423583,0.171232600369812,0.83586897912412,1.63444867975911,0.94620185397888,1.24963209736093,3.437862738643,0.142267461628786,-0.462400058189674,0.310279377215866,0.0303401838633912,1.02986084063545,0.460222985010083,0.316768563852527,2.15925168032673,-1.39890108499058,0.666946,0.780268,0.236052,3.99601828513973,4.50122913156788,10.5454451333425,4.30672363090405
"153",-0.366048352202677,-1.33623176359806,0.134298261637106,-0.46066042831228,-0.815739073451872,0.786985044719008,0.171232600369812,-0.675124944677174,0.144833162859273,-0.72886954884948,0.435493824995874,-0.377143736925978,2.30157584790197,2.13860026912724,-1.55139688607933,0.0303401838633912,1.75061883256954,0.0673491625216186,0.642192006498837,-0.991838860292734,0.50524437745715,0.983396,0.733887,0.422362,2.3265190202375,-2.73167287731599,-0.785399105534479,-0.0527355609186796
"154",1.0523890125827,0.674947332533176,0.134298261637106,1.12115072278742,1.0676164013949,-1.430926586619,-0.80427433507033,-0.926957265310723,-0.0440414716208665,0.569205110512476,0.230060895522261,0.6841583597221,-0.165371471025041,-0.462400058189674,0.310279377215866,0.980999278249635,0.84967134265193,0.0811402255221564,0.642192006498837,0.15401224538707,0.0429700072224703,0.381411,0.446386,0.32275,-1.38060952035582,2.24518719048484,2.16225496704618,3.0182944755255
"155",0.768701539625626,1.68053688059879,1.0667843047023,0.52797154112503,1.56087616861668,1.20284347559488,0.658986068089884,1.08770129975767,0.976310971612407,0.40430960368974,1.00160774458495,0.612299146926167,NA,-0.462400058189674,0.310279377215866,1.93165837263588,0.399197597693124,0.778433118485756,0.642192006498837,NA,0.963525225574188,0.507741,0.552834,0.285371,5.10234159129289,3.88410324042961,11.5489287449241,4.06176047252946
"156",0.768701539625626,0.92634471954958,1.0667843047023,0.923424328899954,1.96445234179813,1.75732138342939,1.14673953580996,0.83586897912412,1.73615113383738,1.12227476097066,2.18348665418936,-0.515373533717638,0.165089732242341,-0.462400058189674,1.55139688607933,0.0303401838633912,-0.231465645249204,0.3006742267282,1.94388577708408,-0.991838860292734,1.44356107706178,0.40105,0.564835,0.194638,6.32991707296116,3.60340981151251,14.0812658804612,2.60299256821307
"157",-0.366048352202677,0.172152558500366,-0.098823249129193,-0.658386822199741,-0.860580870472033,-0.784035694145416,-1.04815106893037,-0.423292624043625,-0.596836718603812,-0.555003431171736,-0.47842170234126,0.0749090676940901,-0.478789606590343,-0.462400058189674,0.310279377215866,0.0303401838633912,1.02986084063545,-0.145033207686628,-0.0086548787937846,-0.705376083872783,0.361911584028677,0.407477,1.206647,0.814286,-2.74782624471507,-2.01447969610739,-6.10130851363575,0.511416231361514
"158",1.0523890125827,0.674947332533176,1.2999058154686,1.31887711667488,2.18866132689894,1.01801750631672,1.14673953580996,0.584036658490571,0.870797863232107,0.201449750747434,0.893402350339342,-0.439509303618385,2.28103613694562,-0.462400058189674,-0.9308381316476,0.980999278249635,1.450303002597,0.877459188278097,-0.0086548787937846,-0.132450531032881,0.5087478368173,0.556879,0.359426,0.173286,7.10618299303632,2.90250443214706,13.0907511024217,2.23681792765047
"159",1.0523890125827,1.68053688059879,0.134298261637106,1.51660351056234,1.20214179245539,1.71111489110984,1.14673953580996,0.584036658490571,1.72827061702815,1.23817755641819,0.789130413246934,0.399853545767036,-0.394181484545739,-0.462400058189674,0.930838131647599,0.980999278249635,1.450303002597,0.947309912041524,0.967615449145148,1.87278890390678,0.7237118522116,0.537598,0.5473,0.277192,4.81592795630263,5.98191102915632,12.7891111911613,7.14985467758769
"160",-2.35186066290221,NA,NA,-2.63565076107436,-2.69909454829865,-1.38472009429946,-1.2920278027904,-0.171460303410076,0.360791266838163,0.351650746452702,0.83499565840014,-1.02734986480184,-0.357511596697989,-0.462400058189674,-0.9308381316476,-1.8709780049091,-0.651907807210756,NA,-0.984925206732717,-1.27830163671269,0.211005108545226,0.862444,1.653999,NA,-3.90476139047157,-4.6033776822139,-10.372237962584,-5.71695078721286
"161",0.768701539625626,-1.08483437658166,1.2999058154686,0.330245147237568,0.439831243112645,0.833191537038549,-0.560397601210295,0.332204337857022,0.325426032896233,0.937969511873974,0.827330963152214,-0.836042622722357,-0.378496267488603,-0.462400058189674,0.310279377215866,-0.920318910522853,1.02986084063545,0.0475198503154436,-0.334078321440095,0.15401224538707,-0.33120115615403,0.337341,0.957547,0.262684,3.18093299539743,-1.21305994140277,3.23503526025952,0.287275081590884
"162",-0.0823608792456019,0.92634471954958,0.134298261637106,-0.46066042831228,0.439831243112645,-1.66195904821671,0.171232600369812,-1.17878958594427,0.119832310184084,1.10493714470416,1.6452078281559,0.15566369991834,-1.06773339960314,-0.462400058189674,1.55139688607933,0.0303401838633912,-0.231465645249204,0.641433503243928,-0.0086548787937846,-1.27830163671269,1.49596044979667,0.65016,0.648296,0.336668,-3.73671234118854,1.89751773622962,0.245844466309623,0.704748412430977
"163",0.485014066668551,-0.330642215532442,0.600541283169704,-0.0652076405373556,0.350147649072323,0.925604521677633,0.658986068089884,0.0803720172234728,-0.410150095671224,-0.127899967032812,-0.382031574097276,-0.162920964119443,-1.06854753460991,-0.462400058189674,0.930838131647599,0.0303401838633912,-2.75411861701852,0.506561683224401,-0.0086548787937846,0.440475021807022,0.583465750920428,0.063991,0.771882,0.35889,0.61283425845823,-0.027684719132169,0.553265614301108,-0.854558475269886
"164",1.0523890125827,0.92634471954958,1.0667843047023,0.923424328899954,1.82992695073765,1.38766944487305,2.60999993897017,1.84319826165832,1.34655982060455,1.33530248832987,0.997610784525438,-0.548598730162899,1.95284853740821,-0.462400058189674,-0.310279377215867,0.0303401838633912,1.450303002597,0.812884167449344,1.61846233443777,0.726937798226973,0.161252761255208,0.399233,0.445494,0.17128,8.64944938182913,5.24647274558667,16.7234598626789,4.32864810935862
"165",0.485014066668551,0.92634471954958,-0.798187781428091,0.725697935012492,0.664040228213452,0.00147467528679552,1.63449300353003,0.332204337857022,0.556665744952261,0.199656011784531,0.231718616522624,-0.0420029481998064,2.05293311184178,-0.462400058189674,-0.9308381316476,0.980999278249635,-0.231465645249204,0.269836820674789,0.967615449145148,-0.705376083872783,2.35175762685067,0.346748,0.613276,0.396088,2.63010415517832,3.44418872167682,6.97005172159122,0.350771687299985
"166",-1.50079824403098,-0.833436989565251,-1.03130929219439,-0.0652076405373556,-1.03994805855268,-0.922655171104041,-0.316520867350259,-0.423292624043625,0.20802290408532,-0.916945556548095,-1.68214255541333,-0.208485516330165,0.526533974006943,2.13860026912724,-0.310279377215867,0.0303401838633912,-0.231465645249204,-0.406929920454646,-1.31034864937903,0.440475021807022,-0.191234824557433,0.612662,0.627329,0.649652,-3.14349845328077,-2.34059657033113,-8.20618563757791,-1.78820838662833
"168",0.485014066668551,0.92634471954958,0.833662793936004,0.725697935012492,0.619198431193291,0.0938876599258796,0.415109334229848,2.09503058229186,0.199298954516573,0.28541762238034,0.5415476140965,0.612299103168503,-0.671965205347524,-0.462400058189674,-0.310279377215867,0.0303401838633912,-0.389131455984786,1.07776776394217,1.61846233443777,0.726937798226973,0.57632092494126,0.769748,0.566308,0.324737,3.03492885199135,2.96486871434076,7.1605436116219,2.75409724726965
"169",0.201326593711475,-2.84461608569649,-0.098823249129193,-0.856113216087203,-0.681213682391388,-0.460590247908623,-0.0726441334902233,-1.93428654784492,1.01729337151272,0.972171122925069,0.0118665267409357,-0.445887080229531,0.86651834697857,-0.462400058189674,-0.9308381316476,0.0303401838633912,1.02986084063545,-0.0349813248395297,0.967615449145148,-0.991838860292734,-2.20096808795496,0.001719,1.46078,0.332038,-0.408561732679973,-3.24708939257838,-4.3249982809088,0.070158156864128
"170",0.201326593711475,-0.0792448285160374,-0.798187781428091,0.330245147237568,-0.367321103250259,0.879398029358092,-0.560397601210295,-0.675124944677174,0.499600231136124,1.09103629822159,-0.625664113481237,-0.669026537199586,1.34249753502999,2.13860026912724,-0.310279377215867,0.0303401838633912,-1.1774605096627,-0.171824991544814,-1.96119553467165,-0.991838860292734,0.461886952748822,0.006358,1.235654,0.479383,1.44950966313041,0.112612478533241,0.569136924932157,-4.58225908952437
"171",0.485014066668551,-0.0792448285160374,0.367419772403405,-1.64701879163705,-0.72605547941155,-1.80057852517534,0.658986068089884,1.08770129975767,-0.593275755002989,-0.252855744207402,-0.124493830189797,-0.754110913903681,-0.845023320758011,-0.462400058189674,1.55139688607933,-0.920318910522853,-0.651907807210756,-0.440716180764055,-0.984925206732717,-0.705376083872783,0.0344112761369823,0.300299,1.176199,0.340628,-1.29874246210671,-2.07424421017429,-4.22353598188235,-2.15184730302383
"172",-0.649735825159753,-3.09601347271289,NA,-1.84474518552451,-2.43004376617768,-1.19989412502129,-0.0726441334902233,-0.423292624043625,-1.20260367206245,-0.147227006266169,-0.930270423342207,-0.452217498945339,-0.692026061866931,-0.462400058189674,-0.310279377215867,0.980999278249635,0.399197597693124,-2.05492849672943,-0.334078321440095,-0.705376083872783,-0.547220236702382,0.4624,NA,NA,-4.16755230815405,-5.61284729693914,-13.1407137946131,-2.02446540331541
"173",-0.649735825159753,0.172152558500366,-1.03130929219439,0.330245147237568,-0.546688291330904,-0.968861663423583,-1.2920278027904,0.83586897912412,-0.473326958916855,-0.354698766714541,-1.03708421155495,-0.091350757064327,0.716650700598977,-0.462400058189674,0.310279377215866,0.980999278249635,0.399197597693124,-0.141192085838901,-0.984925206732717,1.87278890390678,0.115466526655538,0.410544,0.911194,0.69894,-1.57071405997149,-1.23567962083134,-4.39016618368868,2.43714786449378
"174",-0.649735825159753,0.674947332533176,-0.098823249129193,0.725697935012492,0.125938663971516,0.278713629204047,-0.0726441334902233,1.08770129975767,1.06582259754066,0.0919394100756591,-1.11820180141658,-1.52632156369485,0.310983420960409,-0.462400058189674,-0.310279377215867,0.980999278249635,1.75061883256954,-0.0781043345942314,0.316768563852527,-0.418913307452832,-0.856597346209339,0.814676,0.781785,0.323095,1.99466187317384,-0.106381019563742,0.896017716165036,2.24108965540877
"175",0.768701539625626,0.674947332533176,0.833662793936004,0.330245147237568,0.439831243112645,-1.01506815574313,-0.316520867350259,-0.171460303410076,-1.25273618458392,-0.270587996984657,-1.365581948097,-1.25371819817167,-0.958726520641025,-0.462400058189674,0.930838131647599,0.0303401838633912,0.399197597693124,0.540412854696745,-1.31034864937903,-1.27830163671269,-0.804370313555275,0.144194,1.017268,0.261699,-1.79562683081652,-0.835634582735845,-3.55701211853672,-0.687861518190854
"176",0.485014066668551,1.68053688059879,0.134298261637106,1.12115072278742,0.350147649072323,0.0938876599258796,-0.316520867350259,0.83586897912412,-0.384166122391559,0.36097470661318,-0.290334429956708,0.405550925526945,0.63409304804098,-0.462400058189674,-0.310279377215867,0.0303401838633912,0.84967134265193,-1.16316968185205,-1.31034864937903,0.15401224538707,1.67074317019563,0.692351,0.676159,0.339408,1.79899589300508,3.25169236817608,5.11050148029677,-1.74977393654455
"177",1.0523890125827,1.42913949358239,1.0667843047023,0.923424328899954,0.664040228213452,0.971811013997175,0.658986068089884,0.83586897912412,0.280441655787564,1.03274284694718,0.946665368352218,0.582604774407658,-0.824393027761663,-0.462400058189674,1.55139688607933,0.0303401838633912,-0.952223637183292,0.872747241752914,0.804903727821993,0.15401224538707,0.125827495252875,0.538014,0.497974,0.280144,3.3829019384322,4.62689751192707,9.62050504692494,2.46117664772141
"178",0.768701539625626,-0.330642215532442,-0.565066270661792,0.923424328899954,0.215622258011839,0.509746090801756,0.658986068089884,0.0803720172234728,0.282412432374944,0.0984436520232317,0.431539401174755,2.85196605552524,0.099381885712343,-0.462400058189674,-0.9308381316476,0.0303401838633912,-1.1774605096627,-0.0415492822860383,-0.659501764086406,-0.418913307452832,-1.57293997463227,0.763102,0.661841,0.486593,1.17554769507635,4.20217788900587,6.02488724326881,-3.19792281127218
"179",0.201326593711475,-0.833436989565251,-2.43003835679219,-1.25156600386213,-1.39868243471397,-1.70816554053625,-1.2920278027904,-1.17878958594427,-0.648003860833596,0.132870049813888,-0.430520424957558,-1.24839952678197,-0.7522686973926,-0.462400058189674,-0.9308381316476,-1.8709780049091,-1.1774605096627,-3.06311619944344,-1.63577209202534,-0.132450531032881,0.24333561999209,0.999874,0.835144,0.508128,-6.51593944778743,-4.49256027318586,-12.8377025806448,-8.81061546872105
"180",0.201326593711475,-1.33623176359806,-0.331944759895492,-1.05383960997466,-0.72605547941155,-1.89299150981442,0.658986068089884,0.332204337857022,-0.54048929227833,-0.0660587101751496,0.267457994908518,-0.107899381069608,-0.0907055888360405,-0.462400058189674,-0.9308381316476,0.0303401838633912,-2.75411861701852,-1.08558370432317,-0.334078321440095,-0.705376083872783,-1.2621424733204,0.250771,1.555994,0.505151,-2.32260021925579,-1.9050433967276,-4.68624110048642,-5.77965467443878
"183",0.201326593711475,0.674947332533176,-0.098823249129193,0.132518753350106,0.529514837152968,0.0938876599258796,-0.560397601210295,-0.926957265310723,0.562438518125035,0.577177200821763,0.203496261981893,-0.813741597113026,0.730234147936622,-0.462400058189674,-0.9308381316476,-1.8709780049091,-2.75411861701852,0.632912326001312,-0.984925206732717,-0.132450531032881,-0.471371211054706,0.355733,0.794249,0.347661,0.562106405259095,0.0105040883817248,1.30562159277568,-6.0403981653395
