localizationDistV,localizationDistA,localizationEccentricity
22.875000059999742,21.750000170000057,6.5
9.374999169999658,54.500000840000155,-6.5
3.49999967000018,29.12500044000001,-13.0
33.37499955999991,94.12499967000042,13.0
16.499999060000164,45.75000039000017,19.1
23.50000017000019,77.87499982999972,-19.1
19.500000560000398,24.249999560000077,0.0
