localizationDistV,localizationDistA,localizationEccentricity
10.500000060000207,1.7499998299999997,6.5
26.874999169999736,83.49999915999977,-6.5
13.749999670000005,258.25000044000006,-13.0
6.499999559999861,63.74999967000011,13.0
3.124999060000071,25.000000390000384,19.1
41.87500017000013,242.12499982999955,-19.1
18.62500056000012,6.750000439999953,0.0
