localizationDistV,localizationDistA,localizationEccentricity
840.7499999400002,483.12500016999996,6.5
618.9999991699997,811.7500008400002,-6.5
759.12499967,900.3749995600002,-13.0
746.0000004399997,522.7499996700002,13.0
650.25000094,294.62500039000025,19.1
564.6250001699999,996.7500001699999,-19.1
463.7499994400001,950.1249995599998,0.0
