localizationDistV,localizationDistA,localizationEccentricity
50.37499993999985,141.12499983000006,6.5
117.12499916999998,558.1249991599999,-6.5
282.87499967,717.2500004400001,-13.0
214.50000044000006,304.4999996700001,13.0
163.75000093999975,486.7500003900003,19.1
297.7500001699999,639.4999998299995,-19.1
3.249999440000082,410.00000044000006,0.0
