localizationDistV,localizationDistA,localizationEccentricity
27.749999940000077,138.87499983000006,6.5
9.249999169999798,99.62499916000013,-6.5
22.249999669999696,225.50000043999987,-13.0
13.25000043999979,5.00000032999993,13.0
11.000000939999598,180.12500038999954,19.1
28.875000170000032,175.74999983000023,-19.1
1.374999439999669,119.50000044000011,0.0
