wordList,condition,conditionCode,audioFile,trialType,corrFlash,corrBeeps,f1Start,f2Start,f3Start,f4Start,b1Start,b2Start,b3Start,b4Start,f1Color,f2Color,f3Color,f4Color,b1Vol,b2Vol,b3Vol,b4Vol,crossColor,crossContrast,firstResp,wordPresentation.thisRepN,wordPresentation.thisTrialN,wordPresentation.thisN,wordPresentation.thisIndex,flashPractice.thisRepN,flashPractice.thisTrialN,flashPractice.thisN,flashPractice.thisIndex,beepPractice.thisRepN,beepPractice.thisTrialN,beepPractice.thisN,beepPractice.thisIndex,practiceLoops.thisRepN,practiceLoops.thisTrialN,practiceLoops.thisN,practiceLoops.thisIndex,overarchingBreak.thisRepN,overarchingBreak.thisTrialN,overarchingBreak.thisN,overarchingBreak.thisIndex,SIFI_VisualTrials.thisRepN,SIFI_VisualTrials.thisTrialN,SIFI_VisualTrials.thisN,SIFI_VisualTrials.thisIndex,SIFI_AudTrials.thisRepN,SIFI_AudTrials.thisTrialN,SIFI_AudTrials.thisN,SIFI_AudTrials.thisIndex,SifiLoops.thisRepN,SifiLoops.thisTrialN,SifiLoops.thisN,SifiLoops.thisIndex,welcomeTxt.started,welcomeTxt.stopped,goOnAndStart.keys,goOnAndStart.rt,goOnAndStart.started,goOnAndStart.stopped,helloWordTest.started,helloWordTest.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,preWordFixCross.started,preWordFixCross.stopped,wordText_2.started,wordText_2.stopped,wordListTime,text_7.started,text_7.stopped,text_8.started,text_8.stopped,helloInstr.started,helloInstr.stopped,beginPractPress.keys,beginPractPress.rt,beginPractPress.started,beginPractPress.stopped,text_4.started,text_4.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,practiceTypeHeader.started,practiceTypeHeader.stopped,fillInText.started,fillInText.stopped,firstResponseQ,flashCondition,flashCode,crossSetup.started,crossSetup.stopped,gratP1.started,gratP1.stopped,gratP2.started,gratP2.stopped,gratP3.started,gratP3.stopped,gratP4.started,gratP4.stopped,practiceBeep1.started,practiceBeep1.stopped,practiceBeeps2.started,practiceBeeps2.stopped,practiceBeeps3.started,practiceBeeps3.stopped,practiceBeeps4.started,practiceBeeps4.stopped,text_2.started,text_2.stopped,Border_1V.started,Border_1V.stopped,Border_2V.started,Border_2V.stopped,Border_3V.started,Border_3V.stopped,Border_4V.started,Border_4V.stopped,R1GeneralPrompt_3.started,R1GeneralPrompt_3.stopped,flashPromptTxt_2.started,flashPromptTxt_2.stopped,mouseClick1Vis.x,mouseClick1Vis.y,mouseClick1Vis.leftButton,mouseClick1Vis.midButton,mouseClick1Vis.rightButton,mouseClick1Vis.time,mouseClick1Vis.clicked_name,mouseClick1Vis.started,mouseClick1Vis.stopped,clickCounter,flashClick,flashRespNum,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,polygonVis_F1.started,polygonVis_F1.stopped,polygonVis_F2.started,polygonVis_F2.stopped,polygonVis_F3.started,polygonVis_F3.stopped,polygonVis_F4.started,polygonVis_F4.stopped,flashVisOpt1.started,flashVisOpt1.stopped,flashVisOpt2.started,flashVisOpt2.stopped,flashVisOpt3.started,flashVisOpt3.stopped,flashVisOpt4.started,flashVisOpt4.stopped,flashPic.started,flashPic.stopped,rollingOnVis.started,rollingOnVis.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,Border_1A.started,Border_1A.stopped,Border_2A.started,Border_2A.stopped,Border_3A.started,Border_3A.stopped,Border_4A.started,Border_4A.stopped,R1GeneralPrompt_4.started,R1GeneralPrompt_4.stopped,beepPrompt_uniAud.started,beepPrompt_uniAud.stopped,mouseClickAudB.x,mouseClickAudB.y,mouseClickAudB.leftButton,mouseClickAudB.midButton,mouseClickAudB.rightButton,mouseClickAudB.time,mouseClickAudB.clicked_name,mouseClickAudB.started,mouseClickAudB.stopped,beepClick,beepRespNum,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,polygonAud_B1.started,polygonAud_B1.stopped,polygonAud_B2.started,polygonAud_B2.stopped,polygonAud_B3.started,polygonAud_B3.stopped,polygonAud_B4.started,polygonAud_B4.stopped,beepAudOpt1.started,beepAudOpt1.stopped,beepAudOpt2.started,beepAudOpt2.stopped,beepAudOpt3.started,beepAudOpt3.stopped,beepAudOpt4.started,beepAudOpt4.stopped,speakerPic.started,speakerPic.stopped,rollingOnAud.started,rollingOnAud.stopped,text_6.started,text_6.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,Border_0F.started,Border_0F.stopped,Border_1F.started,Border_1F.stopped,Border_2F.started,Border_2F.stopped,Border_3F.started,Border_3F.stopped,Border_0B.started,Border_0B.stopped,Border_1B.started,Border_1B.stopped,Border_2B.started,Border_2B.stopped,Border_3B.started,Border_3B.stopped,R1GeneralPrompt_2.started,R1GeneralPrompt_2.stopped,flashPromptTxt.started,flashPromptTxt.stopped,beepPromptTxt.started,beepPromptTxt.stopped,mouseClick1.x,mouseClick1.y,mouseClick1.leftButton,mouseClick1.midButton,mouseClick1.rightButton,mouseClick1.time,mouseClick1.clicked_name,mouseClick1.started,mouseClick1.stopped,mouseClickB.x,mouseClickB.y,mouseClickB.leftButton,mouseClickB.midButton,mouseClickB.rightButton,mouseClickB.time,mouseClickB.clicked_name,mouseClickB.started,mouseClickB.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,polygonF0.started,polygonF0.stopped,polygonF2.started,polygonF2.stopped,polygonF3.started,polygonF3.stopped,polygonF1.started,polygonF1.stopped,polygonB0.started,polygonB0.stopped,polygonB1.started,polygonB1.stopped,polygonB2.started,polygonB2.stopped,polygonB3.started,polygonB3.stopped,flashOpt0.started,flashOpt0.stopped,flashOpt1.started,flashOpt1.stopped,flashOpt2.started,flashOpt2.stopped,flashOpt3.started,flashOpt3.stopped,beepOpt0.started,beepOpt0.stopped,beepOpt1.started,beepOpt1.stopped,beepOpt2.started,beepOpt2.stopped,beepOpt3.started,beepOpt3.stopped,flashPicBisen.started,flashPicBisen.stopped,beepPicBisen.started,beepPicBisen.stopped,rollingOn.started,rollingOn.stopped,goToTask.started,goToTask.stopped,spaceToStart.keys,spaceToStart.rt,spaceToStart.started,spaceToStart.stopped,flashGoGo.started,flashGoGo.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,grat1.started,grat1.stopped,grat2.started,grat2.stopped,grat3.started,grat3.stopped,grat4.started,grat4.stopped,b1Test.started,b1Test.stopped,b2Test.started,b2Test.stopped,b3Test.started,b3Test.stopped,b4Test.started,b4Test.stopped,text.started,text.stopped,beepGoGo.started,beepGoGo.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,bisenGoGo.started,bisenGoGo.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,breatheBro.started,breatheBro.stopped,image.started,image.stopped,moveOnTxt.started,moveOnTxt.stopped,keysToMoveOn.keys,keysToMoveOn.rt,keysToMoveOn.started,keysToMoveOn.stopped,topAppTxt.started,topAppTxt.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,0F1B,1,,,0,1,0,6,12,18,12,19,20,21,1,1,1,1,1,0,0,0,white,1,b,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,4,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F1B,1,482.6275963320513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF0'],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,"[-0.10546875, -0.19661458333333334, -0.23307291666666666]","[-0.22526041666666666, 0.1875, 0.109375]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.698614019958768, 1.5496390069602057, 1.7491149079869501]",['polygonF0'],0.007494943682104349,None,[],[],[],[],[],[],[],0.007494943682104349,None,space,0.015096236951649189,486.3086782669998,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,484.5681472530123,None,,,,,,,,,,,,,483.3277756120078,483.33770968799945,483.38801205699565,483.39785858104005,483.447879044048,483.4578780030133,483.5078753140406,483.5177971330122,483.44780075773014,None,483.51787475573946,None,483.5277965747111,None,483.5378715087019,None,483.5177971330122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,3F1B,16,,,3,1,5,11,17,20,12,19,20,21,0,0,0,1,1,0,0,0,white,1,f,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,3F1B,16,486.3888002760359,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,"[-0.015625, -0.06380208333333333]","[-0.22265625, -0.22395833333333334]","[1, 1]","[0, 0]","[0, 0]","[2.190245178004261, 2.490633628971409]",[],0.007623212703038007,None,[0.08333333333333333],[0.1171875],[1],[0],[0],[1.2900763869984075],[],0.007623212703038007,None,space,0.02159328100970015,490.8301602600259,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,488.3393009020365,None,,,,,,,,,,,,,487.1388503960334,487.1489662370295,487.1990489900345,487.2089030650095,487.25910959602334,487.2688675650279,487.2888720650226,487.2990278250072,487.2090484317334,None,487.2788670067268,None,487.28887844669515,None,487.29887150672147,None,487.2990278250072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,3F2B,17,,,3,2,5,11,17,20,9,15,20,21,0,0,0,1,1,1,0,0,white,1,f,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,3F2B,17,490.9101612920058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,"[0.08723958333333333, 0.19010416666666666, 0.21223958333333334]","[0.1015625, -0.18098958333333334, -0.22005208333333334]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.5491406680084765, 1.94931577303214, 2.1493465150124393]",['polygonF2'],0.007650627696420997,None,[],[],[],[],[],[],[],0.007650627696420997,None,space,0.05643600900657475,495.0113254180178,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,492.8606900010491,None,,,,,,,,,,,,,491.6603562560049,491.67027217301074,491.720286736032,491.7302504190011,491.78030425403267,491.7902896760497,491.8102836640319,491.82031414599624,491.7002362837258,None,491.76015611373003,None,491.81020522072794,None,491.82028310573077,None,491.82031414599624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1F0B,5,495.10133414901793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,"[-0.109375, -0.25390625]","[0.09375, -0.23958333333333334]","[1, 1]","[0, 0]","[0, 0]","[0.7079737400054, 1.058826617023442]",['polygonF1'],0.006717698648571968,None,[],[],[],[],[],[],[],0.006717698648571968,None,space,0.09774203697452322,498.12205081200227,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,497.0718205010053,None,,,,,,,,,,,,,495.9215666700038,495.9314137090114,495.991415652039,496.0014558720286,496.0014558720286,496.01147682004375,496.01147682004375,496.02142537903273,495.8015052347502,None,495.861326691712,None,495.9214068357425,None,495.98141220574615,None,496.02142537903273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,2F3B,13,,,2,3,9,15,20,21,5,11,17,20,0,0,1,1,1,1,1,0,white,1,b,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,8,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,2F3B,13,498.26202823704807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,"[0.07682291666666667, 0.23828125]","[0.09375, -0.24609375]","[1, 1]","[0, 0]","[0, 0]","[0.5493561230250634, 0.9986185260349885]",['polygonF2'],0.0072410316788591444,None,[],[],[],[],[],[],[],0.0072410316788591444,None,space,0.06873024796368554,501.22303277102765,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,500.2230273890309,None,,,,,,,,,,,,,499.05227251700126,499.06219839002006,499.1123602380394,499.1222403200227,499.1623566390481,499.17236109799705,499.17236109799705,499.182284281007,499.0121486986929,None,499.07219783171894,None,499.13223976172156,None,499.1622574906971,None,499.182284281007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,1F1B,6,,,1,1,12,19,20,21,12,19,20,21,0,1,1,1,1,0,0,0,white,1,b,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,9,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1F1B,6,501.37296362704365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,"[-0.06901041666666667, -0.12239583333333333]","[0.08854166666666667, -0.2421875]","[1, 1]","[0, 0]","[0, 0]","[0.5883085189852864, 0.9884350259671919]",['polygonF1'],0.007102617644704878,None,[],[],[],[],[],[],[],0.007102617644704878,None,space,0.08991235098801553,504.27385044802213,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,503.3435724400333,None,,,,,,,,,,,,,502.193186013028,502.20317016000627,502.2632398030255,502.2732543700258,502.2732543700258,502.28315669001313,502.28315669001313,502.2932754070498,502.19313376072677,None,502.2631496476999,None,502.2732392447244,None,502.2832538117247,None,502.2932754070498,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,10,10,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,3F0B,15,504.41387050104095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,"[0.19010416666666666, 0.09765625, -0.203125]","[0.07682291666666667, 0.078125, -0.234375]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.6781184849678539, 0.92916584800696, 1.4483869189862162]","['polygonF3', 'polygonF2']",0.006907518720254302,None,[],[],[],[],[],[],[],0.006907518720254302,None,space,0.05281704303342849,507.81494427699363,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,506.37450610799715,None,,,,,,,,,,,,,505.16399864602135,505.1739456570358,505.22405990603147,505.23406278004404,505.2841783059994,505.2940826160484,505.3140658920165,505.32407654699637,505.1139599287009,None,505.17399808772024,None,505.23405934773035,None,505.29417774769826,None,505.32407654699637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,1F3B,8,,,1,3,12,19,20,21,5,11,17,20,0,1,1,1,1,1,1,0,white,1,f,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,11,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1F3B,8,507.90489290101686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,"[0.01171875, -0.029947916666666668, 0.2578125]","[0.14583333333333334, 0.13151041666666666, -0.23307291666666666]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0.5287725690286607, 0.7388256299891509, 1.2888908720342442]",['polygonF1'],0.007695892651099712,None,[],[],[],[],[],[],[],0.007695892651099712,None,space,0.09580717497738078,511.15596965304576,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,509.87542688904796,None,,,,,,,,,,,,,508.725128849037,508.73523048101924,508.79512241401244,508.805273045029,508.805273045029,508.81520468904637,508.81520468904637,508.8250920790015,508.65494323570164,None,508.71497456172364,None,508.7750519017165,None,508.8051218557113,None,508.8250920790015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,2F3B,13,,,2,3,9,15,20,21,5,11,17,20,0,0,1,1,1,1,1,0,white,1,f,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,12,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2F3B,13,511.29576112900395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,"[0.2526041666666667, 0.04296875, -0.057291666666666664]","[-0.24348958333333334, 0.13671875, 0.11979166666666667]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.21919076499762, 2.870214961003512, 3.2699029439827427]","['polygonF2', 'polygonF1']",0.007541354687418789,None,[],[],[],[],[],[],[],0.007541354687418789,None,space,0.4683929939637892,516.1273695080308,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,513.2563453270122,None,,,,,,,,,,,,,512.0861501939944,512.096014025039,512.1460666690255,512.1560979150236,512.1961460850434,512.2060483460082,512.2060483460082,512.2160836590338,512.0460142117402,None,512.106013466738,None,512.1660973567225,None,512.1961121757224,None,512.2160836590338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
,1F2B,7,,,1,2,12,19,20,21,9,15,20,21,0,1,1,1,1,1,0,0,white,1,f,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1F2B,7,516.6677788420347,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,"[-0.06770833333333333, 0.078125]","[0.09375, -0.2682291666666667]","[1, 1]","[0, 0]","[0, 0]","[0.4193364030215889, 0.9687476750114001]",['polygonF1'],0.007363528711721301,None,[],[],[],[],[],[],[],0.007363528711721301,None,space,0.029547386977355927,519.5982183220331,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,518.6379498229944,None,,,,,,,,,,,,,517.4876691170502,517.4974394580349,517.5576285360148,517.5676315260353,517.5676315260353,517.5776534760371,517.5776534760371,517.5875450239982,517.4574972746952,None,517.5175094677427,None,517.5676279777138,None,517.5776309677342,None,517.5875450239982,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,001,2023_Feb_14_1759,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.97565396217166,
