wordList,condition,conditionCode,audioFile,trialType,corrFlash,corrBeeps,f1Start,f2Start,f3Start,f4Start,b1Start,b2Start,b3Start,b4Start,f1Color,f2Color,f3Color,f4Color,b1Vol,b2Vol,b3Vol,b4Vol,crossColor,crossContrast,firstResp,toneHz1,audioFile1,playNumber1,toneHz2,audioFile2,playNum2,cond,ravenProblem,wordPresentation.thisRepN,wordPresentation.thisTrialN,wordPresentation.thisN,wordPresentation.thisIndex,flashPractice.thisRepN,flashPractice.thisTrialN,flashPractice.thisN,flashPractice.thisIndex,beepPractice.thisRepN,beepPractice.thisTrialN,beepPractice.thisN,beepPractice.thisIndex,practiceLoops.thisRepN,practiceLoops.thisTrialN,practiceLoops.thisN,practiceLoops.thisIndex,overarchingBreak.thisRepN,overarchingBreak.thisTrialN,overarchingBreak.thisN,overarchingBreak.thisIndex,SIFI_VisualTrials.thisRepN,SIFI_VisualTrials.thisTrialN,SIFI_VisualTrials.thisN,SIFI_VisualTrials.thisIndex,SIFI_AudTrials.thisRepN,SIFI_AudTrials.thisTrialN,SIFI_AudTrials.thisN,SIFI_AudTrials.thisIndex,SifiLoops.thisRepN,SifiLoops.thisTrialN,SifiLoops.thisN,SifiLoops.thisIndex,pitchPracticeLoop.thisRepN,pitchPracticeLoop.thisTrialN,pitchPracticeLoop.thisN,pitchPracticeLoop.thisIndex,repeatPitch.thisRepN,repeatPitch.thisTrialN,repeatPitch.thisN,repeatPitch.thisIndex,pitchTestFull.thisRepN,pitchTestFull.thisTrialN,pitchTestFull.thisN,pitchTestFull.thisIndex,ravenPracticeLoop.thisRepN,ravenPracticeLoop.thisTrialN,ravenPracticeLoop.thisN,ravenPracticeLoop.thisIndex,ravenTestLoop.thisRepN,ravenTestLoop.thisTrialN,ravenTestLoop.thisN,ravenTestLoop.thisIndex,welcomeTxt.started,welcomeTxt.stopped,goOnAndStart.keys,goOnAndStart.rt,goOnAndStart.started,goOnAndStart.stopped,helloWordTest.started,helloWordTest.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,preWordFixCross.started,preWordFixCross.stopped,wordText_2.started,wordText_2.stopped,wordListTime,text_7.started,text_7.stopped,text_8.started,text_8.stopped,helloInstr.started,helloInstr.stopped,beginPractPress.keys,beginPractPress.rt,beginPractPress.started,beginPractPress.stopped,text_4.started,text_4.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,practiceTypeHeader.started,practiceTypeHeader.stopped,fillInText.started,fillInText.stopped,firstResponseQ,flashCondition,flashCode,crossSetup.started,crossSetup.stopped,gratP1.started,gratP1.stopped,gratP2.started,gratP2.stopped,gratP3.started,gratP3.stopped,gratP4.started,gratP4.stopped,practiceBeep1.started,practiceBeep1.stopped,practiceBeeps2.started,practiceBeeps2.stopped,practiceBeeps3.started,practiceBeeps3.stopped,practiceBeeps4.started,practiceBeeps4.stopped,text_2.started,text_2.stopped,R1GeneralPrompt_3.started,R1GeneralPrompt_3.stopped,flashPromptTxt_2.started,flashPromptTxt_2.stopped,mouseClick1Vis.x,mouseClick1Vis.y,mouseClick1Vis.leftButton,mouseClick1Vis.midButton,mouseClick1Vis.rightButton,mouseClick1Vis.time,mouseClick1Vis.clicked_name,mouseClick1Vis.started,mouseClick1Vis.stopped,clickCounter,flashClick,flashRespNum,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,polygonVis_F1.started,polygonVis_F1.stopped,polygonVis_F2.started,polygonVis_F2.stopped,polygonVis_F3.started,polygonVis_F3.stopped,polygonVis_F4.started,polygonVis_F4.stopped,flashVisOpt1.started,flashVisOpt1.stopped,flashVisOpt2.started,flashVisOpt2.stopped,flashVisOpt3.started,flashVisOpt3.stopped,flashVisOpt4.started,flashVisOpt4.stopped,flashPic.started,flashPic.stopped,rollingOnVis.started,rollingOnVis.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,R1GeneralPrompt_4.started,R1GeneralPrompt_4.stopped,beepPrompt_uniAud.started,beepPrompt_uniAud.stopped,mouseClickAudB.x,mouseClickAudB.y,mouseClickAudB.leftButton,mouseClickAudB.midButton,mouseClickAudB.rightButton,mouseClickAudB.time,mouseClickAudB.clicked_name,mouseClickAudB.started,mouseClickAudB.stopped,beepClick,beepRespNum,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,polygonAud_B1.started,polygonAud_B1.stopped,polygonAud_B2.started,polygonAud_B2.stopped,polygonAud_B3.started,polygonAud_B3.stopped,polygonAud_B4.started,polygonAud_B4.stopped,beepAudOpt1.started,beepAudOpt1.stopped,beepAudOpt2.started,beepAudOpt2.stopped,beepAudOpt3.started,beepAudOpt3.stopped,beepAudOpt4.started,beepAudOpt4.stopped,speakerPic.started,speakerPic.stopped,rollingOnAud.started,rollingOnAud.stopped,text_6.started,text_6.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,R1GeneralPrompt_2.started,R1GeneralPrompt_2.stopped,flashPromptTxt.started,flashPromptTxt.stopped,beepPromptTxt.started,beepPromptTxt.stopped,mouseClick1.x,mouseClick1.y,mouseClick1.leftButton,mouseClick1.midButton,mouseClick1.rightButton,mouseClick1.time,mouseClick1.clicked_name,mouseClick1.started,mouseClick1.stopped,mouseClickB.x,mouseClickB.y,mouseClickB.leftButton,mouseClickB.midButton,mouseClickB.rightButton,mouseClickB.time,mouseClickB.clicked_name,mouseClickB.started,mouseClickB.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,polygonF0.started,polygonF0.stopped,polygonF2.started,polygonF2.stopped,polygonF3.started,polygonF3.stopped,polygonF1.started,polygonF1.stopped,polygonB0.started,polygonB0.stopped,polygonB1.started,polygonB1.stopped,polygonB2.started,polygonB2.stopped,polygonB3.started,polygonB3.stopped,flashOpt0.started,flashOpt0.stopped,flashOpt1.started,flashOpt1.stopped,flashOpt2.started,flashOpt2.stopped,flashOpt3.started,flashOpt3.stopped,beepOpt0.started,beepOpt0.stopped,beepOpt1.started,beepOpt1.stopped,beepOpt2.started,beepOpt2.stopped,beepOpt3.started,beepOpt3.stopped,flashPicBisen.started,flashPicBisen.stopped,beepPicBisen.started,beepPicBisen.stopped,rollingOn.started,rollingOn.stopped,goToTask.started,goToTask.stopped,spaceToStart.keys,spaceToStart.rt,spaceToStart.started,spaceToStart.stopped,flashGoGo.started,flashGoGo.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,grat1.started,grat1.stopped,grat2.started,grat2.stopped,grat3.started,grat3.stopped,grat4.started,grat4.stopped,b1Test.started,b1Test.stopped,b2Test.started,b2Test.stopped,b3Test.started,b3Test.stopped,b4Test.started,b4Test.stopped,text.started,text.stopped,beepGoGo.started,beepGoGo.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,bisenGoGo.started,bisenGoGo.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,breatheBro.started,breatheBro.stopped,image.started,image.stopped,moveOnTxt.started,moveOnTxt.stopped,keysToMoveOn.keys,keysToMoveOn.rt,keysToMoveOn.started,keysToMoveOn.stopped,topAppTxt.started,topAppTxt.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,holdHereTxt.started,holdHereTxt.stopped,holdKeys.keys,holdKeys.rt,holdKeys.started,holdKeys.stopped,helloPitches.started,helloPitches.stopped,PitchLetsGo.keys,PitchLetsGo.rt,PitchLetsGo.started,PitchLetsGo.stopped,cross_hold.started,cross_hold.stopped,tone1.started,tone1.stopped,tone2.started,tone2.stopped,getResponse.keys,getResponse.rt,getResponse.started,getResponse.stopped,responsePrompt.started,responsePrompt.stopped,feedbackWriting.started,feedbackWriting.stopped,PlsGoTxt.started,PlsGoTxt.stopped,LetsGoAlready.keys,LetsGoAlready.rt,LetsGoAlready.started,LetsGoAlready.stopped,RavenInstrTxt.started,RavenInstrTxt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ravenProbIm.started,ravenProbIm.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_9.started,text_9.stopped,keytoExitCode1.keys,keytoExitCode1.rt,keytoExitCode1.started,keytoExitCode1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,3F3B,18,,,3,3,5,11,17,20,5,11,17,20,0,0,0,1,1,1,1,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,26,56,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,3F3B,18,1325.7516321459552,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,"[0.22526041666666666, 0.22265625]","[0.09114583333333333, -0.2721354166666667]","[1, 1]","[0, 0]","[0, 0]","[0.43967638502363116, 1.0090717000421137]",['polygonF3'],0.007668015547096729,None,[],[],[],[],[],[],[],0.007668015547096729,None,space,0.3016143749700859,1328.7216813719715,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,1327.71165509196,None,,,,,,,,,,,,,1326.501669136982,1326.5116179419565,1326.5617083059624,1326.571623545955,1326.621661274985,1326.6316147879697,1326.6516198829631,1326.661650287977,1326.5016396065766,None,1326.5616103015782,None,1326.6215882855759,None,1326.6516375535575,None,1326.661650287977,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,1F2B,7,,,1,2,12,19,20,21,9,15,20,21,0,1,1,1,1,1,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,27,57,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1F2B,7,1329.0717531970004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,"[0.08984375, 0.2630208333333333]","[0.08984375, -0.24869791666666666]","[1, 1]","[0, 0]","[0, 0]","[0.5596731960540637, 1.1690616700216196]",['polygonF2'],0.007638910610694438,None,[],[],[],[],[],[],[],0.007638910610694438,None,space,0.4856094450224191,1332.161686176958,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,1331.0317090919707,None,,,,,,,,,,,,,1329.9016625779914,1329.911676012969,1329.9716356309946,1329.9817556109629,1329.9817556109629,1329.991642924957,1329.991642924957,1330.001660327951,1329.871675199567,None,1329.9316808415751,None,1329.981640959595,None,1329.9917609395634,None,1330.001660327951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,2F1B,11,,,2,1,9,15,20,21,12,19,20,21,0,0,1,1,1,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,28,58,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2F1B,11,1332.6716713630012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,"[-0.0234375, -0.078125, -0.078125]","[0.08463541666666667, 0.10026041666666667, -0.20703125]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1.0090957659995183, 1.4491846169694327, 1.9292357329977676]",['polygonF1'],0.007681319606490433,None,[],[],[],[],[],[],[],0.007681319606490433,None,space,0.4616014899802394,1336.5616940259933,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,1334.6316459439695,None,,,,,,,,,,,,,1333.4717837319477,1333.481692656991,1333.5318023019936,1333.5416901229764,1333.581774665974,1333.5917378759477,1333.5917378759477,1333.6016851739842,1333.5016427335504,None,1333.571649503574,None,1333.5816688615887,None,1333.5917799945746,None,1333.6016851739842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,2F3B,13,,,2,3,9,15,20,21,5,11,17,20,0,0,1,1,1,1,1,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,29,59,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2F3B,13,1337.0716886839946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB3'],3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,"[0.23567708333333334, 0.23697916666666666]","[0.09375, -0.22786458333333334]","[1, 1]","[0, 0]","[0, 0]","[1.168993772007525, 1.8488644430181012]",['polygonF3'],0.007624326564837247,None,[],[],[],[],[],[],[],0.007624326564837247,None,space,2.383578817010857,1340.8717165449634,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,1339.0216887889546,None,,,,,,,,,,,,,1337.8617030640016,1337.8717742799781,1337.9217652889783,1337.931759237952,1337.9717841759557,1337.9818281889893,1337.9818281889893,1337.9917243189993,1337.821678864566,None,1337.8817796085787,None,1337.9417645665526,None,1337.971688064601,None,1337.9917243189993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.3117483599926,None,1343.3117483599926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1F0B,5,1422.1420686389902,None,,,,,,,,,,,,,,,,,,,1424.0820213599945,None,1424.0820213599945,None,[-0.0546875],[-0.00390625],[1],[0],[0],[1.5886091560241766],['polygonVis_F2'],0.006764161633327603,None,0,['polygonVis_F2'],2,space,1.1272053999709897,1425.672091789951,None,1424.0820213599945,None,1424.0820213599945,None,1424.0820213599945,None,1424.0820213599945,None,1424.0820213599945,None,1424.0820213599945,None,1424.0820213599945,None,1424.0820213599945,None,1424.0820213599945,None,1424.0820213599945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.3020074329688,None,space,18.61940374103142,1403.4919478729717,None,1422.9620396789978,1422.9720169119537,1423.0320088579901,1423.04207231896,1423.04207231896,1423.0519691479858,1423.0519691479858,1423.06200501899,1422.8420291055518,None,1422.902004863572,None,1422.962003489578,None,1423.0220284655516,None,1423.06200501899,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,2F0B,10,1426.832118247985,None,,,,,,,,,,,,,,,,,,,1428.7720877369866,None,1428.7720877369866,None,[0.07682291666666667],[0.0026041666666666665],[1],[0],[0],[0.4785324580152519],['polygonVis_F3'],0.007392556522972882,None,0,['polygonVis_F3'],3,space,0.4112400469603017,1429.252059624996,None,1428.7720877369866,None,1428.7720877369866,None,1428.7720877369866,None,1428.7720877369866,None,1428.7720877369866,None,1428.7720877369866,None,1428.7720877369866,None,1428.7720877369866,None,1428.7720877369866,None,1428.7720877369866,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.6221059809905,1427.632043710968,1427.6820471699466,1427.6920724239899,1427.7320372479735,1427.742042140977,1427.742042140977,1427.7520982449641,1427.5320046375564,None,1427.5920188135642,None,1427.6520287265594,None,1427.7120438475686,None,1427.7520982449641,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1F0B,5,1429.6920718699694,None,,,,,,,,,,,,,,,,,,,1431.6322051289608,None,1431.6322051289608,None,[-0.055989583333333336],[-0.006510416666666667],[1],[0],[0],[0.44883056497201324],['polygonVis_F2'],0.007707021606620401,None,0,['polygonVis_F2'],2,space,0.3732348349876702,1432.082079374988,None,1431.6322051289608,None,1431.6322051289608,None,1431.6322051289608,None,1431.6322051289608,None,1431.6322051289608,None,1431.6322051289608,None,1431.6322051289608,None,1431.6322051289608,None,1431.6322051289608,None,1431.6322051289608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.5120728089823,1430.522148272954,1430.5821084689815,1430.592080575996,1430.592080575996,1430.6021270959754,1430.6021270959754,1430.6120552539942,1430.3921108715876,None,1430.452012822585,None,1430.5120528355765,None,1430.5720958055754,None,1430.6120552539942,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,3F0B,15,1432.4921070629498,None,,,,,,,,,,,,,,,,,,,1434.422124626988,None,1434.422124626988,None,[0.061197916666666664],[-0.013020833333333334],[1],[0],[0],[1.0189528579940088],['polygonVis_F3'],0.007639476621989161,None,0,['polygonVis_F3'],3,space,0.3871782380156219,1435.4121201689704,None,1434.422124626988,None,1434.422124626988,None,1434.422124626988,None,1434.422124626988,None,1434.422124626988,None,1434.422124626988,None,1434.422124626988,None,1434.422124626988,None,1434.422124626988,None,1434.422124626988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.2420343489503,1433.2521045089816,1433.302105877956,1433.312120763003,1433.3620880019735,1433.372112627956,1433.3920834449818,1433.4020988059929,1433.192053687555,None,1433.2520396775508,None,1433.3121112065564,None,1433.372093330574,None,1433.4020988059929,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,4F0B,20,,,4,0,0,6,12,18,0,6,12,18,0,0,0,0,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,4F0B,20,1435.832098557963,None,,,,,,,,,,,,,,,,,,,1437.742092976987,None,1437.742092976987,None,[0.10677083333333333],[-0.0078125],[1],[0],[0],[0.4787813299917616],['polygonVis_F3'],0.007605345570482314,None,0,['polygonVis_F3'],3,space,0.48119619203498587,1438.222095585952,None,1437.742092976987,None,1437.742092976987,None,1437.742092976987,None,1437.742092976987,None,1437.742092976987,None,1437.742092976987,None,1437.742092976987,None,1437.742092976987,None,1437.742092976987,None,1437.742092976987,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436.5321704359958,1436.5421126849833,1436.5920854639844,1436.6021417529555,1436.652100571955,1436.6620887449826,1436.712078134995,1436.722075826954,1436.5320488815487,None,1436.5920811405813,None,1436.6520493865537,None,1436.7120529215608,None,1436.722075826954,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,2F0B,10,1438.7221259259968,None,,,,,,,,,,,,,,,,,,,1440.7122050699545,None,1440.7122050699545,None,[-0.0625],[-0.010416666666666666],[1],[0],[0],[0.41914288996485993],['polygonVis_F2'],0.007580273551866412,None,0,['polygonVis_F2'],2,space,0.23519961204146966,1441.132092305983,None,1440.7122050699545,None,1440.7122050699545,None,1440.7122050699545,None,1440.7122050699545,None,1440.7122050699545,None,1440.7122050699545,None,1440.7122050699545,None,1440.7122050699545,None,1440.7122050699545,None,1440.7122050699545,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.5321184929926,1439.5421256650006,1439.5920790879754,1439.602150132996,1439.6421100549633,1439.652138431964,1439.652138431964,1439.6621478409506,1439.432066089561,None,1439.502067592548,None,1439.5620431535935,None,1439.6220834195556,None,1439.6621478409506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2022_Nov_21_1449,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,100.0941856403923,
