Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2,InstrTextVar,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,letsGoAlready.keys,letsGoAlready.rt,letsGoAlready.started,letsGoAlready.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,fixCross.started,fixCross.stopped,fixCross2.started,fixCross2.stopped,answerPrompt.started,answerPrompt.stopped,getAnswer.text,getAnswer.started,getAnswer.stopped,goToNext.keys,goToNext.rt,goToNext.started,goToNext.stopped,stretchBreakTxrt.started,stretchBreakTxrt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,space,4.603455447941087,45.01238487404771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
,,,,,,,,,,,,,,,,,,,,45.01238487404771,None,49.64855428703595,None,space,12.155571331037208,49.812293283990584,None,,,,,,,,,,,,,,,,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
ash.wav,ash.mpg,ash,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav,"This is an example of an

AUDIO trial",0,0,0,0,,,,,,,,,,,,,,,,,62.012664017034695,None,63.0120155090699,None,66.14550397999119,None,67.52902930707205,None,ash,67.52902930707205,None,return,2.059898882987909,67.61188739701174,None,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
ash.wav,ash.mpg,ash,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav,"This is an example of an

AUDIO + VIDEO  trial",0,1,1,1,,,,,,,,,,,,,,,,,69.7118038199842,None,70.7120028299978,None,72.19546425808221,None,73.57868009607773,None,ash,73.57868009607773,None,return,1.4658909749705344,73.6619746980723,None,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.16171254008077,None,space,22.95830121601466,75.34548518201336,None,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
aunt.wav,aunt.mpg,aunt,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav,,,,,,0,0,0,83,,,,,,,,,,,,,,,98.36183398100547,None,99.82856042298954,None,101.212184590986,None,ant,101.212184590986,None,return,2.8404942579800263,101.29543305397965,None,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
dress.wav,dress.mpg,dress,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav,,,,,,0,1,1,34,,,,,,,,,,,,,,,104.16225173603743,None,105.64514431799762,None,107.0288726920262,None,dress,107.0288726920262,None,return,3.8396185549208894,107.1122927730903,None,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
dusk.wav,dusk.mpg,dusk,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav,,,,,,0,2,2,64,,,,,,,,,,,,,,,110.97887028905097,None,112.46219325205311,None,113.84544019307941,None,dusk,113.84544019307941,None,return,1.823215966927819,113.92866811703425,None,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
mass.wav,mass.mpg,mass,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav,,,,,,0,3,3,79,,,,,,,,,,,,,,,115.77878452604637,None,117.26245884608943,None,118.64524209406227,None,"mask
",118.64524209406227,None,return,2.102916197036393,118.72888358507771,None,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
brown.wav,brown.mpg,brown,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav,,,,,,0,4,4,32,,,,,,,,,,,,,,,120.86199033400044,None,122.34570970607456,None,123.72869920509402,None,"browm
",123.72869920509402,None,return,1.083781436085701,123.81202782702167,None,,,,,,,26,001,2023_Feb_17_1841,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.02355674914134,
