Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2,InstrTextVar,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,letsGoAlready.keys,letsGoAlready.rt,letsGoAlready.started,letsGoAlready.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,fixCross.started,fixCross.stopped,fixCross2.started,fixCross2.stopped,answerPrompt.started,answerPrompt.stopped,getAnswer.text,getAnswer.started,getAnswer.stopped,goToNext.keys,goToNext.rt,goToNext.started,goToNext.stopped,stretchBreakTxrt.started,stretchBreakTxrt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,space,0.7919221150223166,10.371629739005584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
,,,,,,,,,,,,,,,,,,,,10.371629739005584,None,11.187676823989023,None,space,0.39320046099601313,11.35436373599805,None,,,,,,,,,,,,,,,,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
ash.wav,ash.mpg,ash,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav,"This is an example of an

AUDIO trial",0,0,0,0,,,,,,,,,,,,,,,,,11.803827337978873,None,12.787399373017251,None,14.870623843977228,None,16.239188343985006,None,ash,16.239188343985006,None,return,4.562970222963486,16.32073058199603,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
ash.wav,ash.mpg,ash,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav,"This is an example of an

AUDIO + VIDEO  trial",0,1,1,1,,,,,,,,,,,,,,,,,20.92045660398435,None,21.920771469012834,None,23.403998348978348,None,24.787439493986312,None,ash,24.787439493986312,None,return,19.460752002021763,24.870771683985367,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.37113930599298,None,space,4.377337604004424,44.55421748699155,None,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
bald.wav,bald.mpg,bald,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav,,,,,,0,0,0,78,,,,,,,,,,,,,,,48.98718001699308,None,50.470777836977504,None,51.8540851160069,None,ball,51.8540851160069,None,return,2.961856189009268,51.93768043798627,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
read.wav,read.mpg,read,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav,,,,,,0,1,1,47,,,,,,,,,,,,,,,54.920808191993274,None,56.42053954396397,None,57.80422021698905,None,read,57.80422021698905,None,return,4.332039099012036,57.887558676011395,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
fleet.wav,fleet.mpg,fleet,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav,,,,,,0,2,2,60,,,,,,,,,,,,,,,62.237461789976805,None,63.722899645974394,None,65.1043181970017,None,"fleet
",65.1043181970017,None,return,1.7520368749974295,65.18749724200461,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
beach.wav,beach.mpg,beach,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav,,,,,,0,3,3,4,,,,,,,,,,,,,,,66.97088441700907,None,68.45397845096886,None,69.83757304900791,None,"fleet
",69.83757304900791,None,return,2.21867294999538,69.92086114000995,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
bath.wav,bath.mpg,bath,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav,,,,,,0,4,4,42,,,,,,,,,,,,,,,72.1708424409735,None,73.65407406596933,None,75.0375505569973,None,sad,75.0375505569973,None,return,1.346670464030467,75.12093028897652,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
warmth.wav,warmth.mpg,warmth,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav,,,,,,0,5,5,92,,,,,,,,,,,,,,,76.4877151880064,None,77.9706553129945,None,79.35413169796811,None,warmth,79.35413169796811,None,return,1.7661017869831994,79.43750457500573,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
tomb.wav,tomb.mpg,tomb,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav,,,,,,0,6,6,6,,,,,,,,,,,,,,,81.22083936200943,None,82.70409693697002,None,84.0876553109847,None,till,84.0876553109847,None,return,3.4727784980204888,84.17083981697215,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
roast.wav,roast.mpg,roast,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav,,,,,,0,7,7,51,,,,,,,,,,,,,,,87.67084004596109,None,89.1705908930162,None,90.53753690997837,None,roast,90.53753690997837,None,return,0.9987043280270882,90.62089304398978,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
shrimp.wav,shrimp.mpg,shrimp,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav,,,,,,0,8,8,103,,,,,,,,,,,,,,,91.63748710497748,None,93.12181507697096,None,94.50434432300972,None,shrub,94.50434432300972,None,return,0.8240800850326195,94.58752370701404,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
fowl.wav,fowl.mpg,fowl,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav,,,,,,0,9,9,7,,,,,,,,,,,,,,,95.43774686998222,None,96.92082508496242,None,98.3041665799683,None,prowl,98.3041665799683,None,return,2.1439235949655995,98.38759553601267,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
cape.wav,cape.mpg,cape,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav,,,,,,0,10,10,31,,,,,,,,,,,,,,,100.55419488396728,None,102.05407298495993,None,103.42085387499537,None,mull,103.42085387499537,None,return,3.40319823398022,103.50433124700794,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
feast.wav,feast.mpg,feast,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav,,,,,,0,11,11,115,,,,,,,,,,,,,,,106.93756383599248,None,108.43722187797539,None,109.80415210599313,None,face,109.80415210599313,None,return,4.188067673007026,109.88755257596495,None,,,,,,,14,001,2023_Feb_10_1447,SpeechDraft1Carolyn_lessNoise,2021.2.3,60.03585712551501,
