key2,psAnswer2,accuracyScore
blink,blink,1
flash,flash,1
teen,teen,1
cloak,cloak,1
bind,find,0
dim,dim,1
duck,duck,1
broom,broom,1
snake,snake,1
grind,grind,1
debt,debt,1
grant,grant,1
creep,creek,0
gash,gash,1
dope,dope,1
bug,bug,1
fuss,bus,0
traps,traps,1
fist,fist,1
fine,find,0
foam,phony,0
skull,skull,1
creek,creek,1
dump,dove,0
coin,coy,0
news,lose,0
drain,drain,1
crash,crash,1
bird,bird,1
slick,slick,1
dine,iron,0
blend,tray,0
dent,dense,0
dust,dust,1
awe,off,0
bank,ic,0
read,read,1
sake,sick,0
bass,base,0
cling,cream,0
fish,fish,1
castle,puzzle,0
gap,map,0
batch,flash,0
beef,reach,0
beer,real,0
round,lain,0
grip,brick,0
fill,bill,0
drop,gosh,0
fog,hi,0
bend,make,0
poll,leg,0
grave,rain,0
germ,tray,0
cup,mayo,0
fuel,rain,0
bare,ray,0
dense,makes,0
fowl,eye,0
