key1,psAnswer1,accuracyScore
bland,bland,1
snake,snake,1
fame,fame,1
blimp,blimp,1
bat,bat,1
script,script,1
brash,brash,1
clash,clash,1
lie,lie,1
gate,gate,1
cash,cash,1
guard,guard,1
cloud,cloud,1
book,book,1
draft,draft,1
crypt,crypt,1
barge,barge,1
bound,browned,0
boat,boat,1
bird,bird,1
boost,boost,1
cape,cape,1
dot,dot,1
fluent,fluent,1
carve,carve,1
pride,pride,1
cleft,cleft,1
golf,golf,1
flirt,flirt,1
coat,coat,1
mass,mass,1
fold,fold,1
bear,bear,1
goat,ghost,0
flood,flood,1
fix,fix,1
fun,far,0
fraud,far,0
gown,now,0
ease,eat,0
brief,breath,0
drive,druve,0
flea,flee,0
chart,charge,0
blame,blame,1
clog,line,0
badge,bash,0
grow,throw,0
blush,blush,1
weep,weep,1
leapt,lemur,0
bunch,punch,0
gum,gum,1
poll,poor,0
dream,dream,1
hug,heart,0
friend,friend,1
crude,gooey,0
fog,far,0
faint,fix,0
