key1,psAnswer1,accuracyScore
code,code,1
file,file,1
boot,boot,1
fate,fate,1
cloud,cloud,1
boost,boost,1
dad,dad,1
leapt,lept,0
gang,gang,1
dream,dream,1
spire,spire,1
fame,fame,1
chop,chop,1
bake,bake,1
guilt,guilt,1
blob,plob,0
glare,glar,0
none,nun,0
cook,cook,1
broad,broad,1
blast,blast,1
beast,beast,1
dig,dig,1
cycle,suncle???,0
chief,chief,1
bless,rest,0
pipe,plate,0
freeze,freeze,1
fruit,fruit,1
druid,druid,1
glide,glide,1
quit,quit,1
gum,gum,1
eel,heel,0
grim,grim,1
fried,fry,0
wine,wind,0
gulp,sculpt,0
coup,coup,1
dual,duel,0
flock,floss,0
dumb,stum,0
vest,fast,0
deal,slink,0
grown,row,0
creep,leap,0
bib,bib,1
fad,fall,0
quart,port,0
fund,front,0
friend,witch,0
crude,orange,0
cross,rest,0
grin,raid,0
brand,brain,0
duet,destroy,0
bloat,bloat,1
dirt,push,0
dusk,nuts,0
club,slub,0
