key1,psAnswer1,accuracyScore
glad,glad,1
axe,axe,1
damp,damp,1
fowl,fowl,1
mars,mars,1
lead,lead,1
firm,firm,1
chip,chip,1
dull,dull,1
wine,wine,1
bathe,bathe,1
grind,grind,1
flaw,flaw,1
bin,bin,1
strive,strive,1
cape,cape,1
flat,flat,1
please,please,1
giant,giant,1
goose,goose,1
blue,blue,1
grace,grace,1
grade,grade,1
blow,blow,1
grave,grave,1
bait,bait,1
click,click,1
deem,deem,1
fence,fence,1
claim,claim,1
broil,brain,0
eye,eye,1
drive,drive,1
fruit,fruit,1
ghost,ghost,1
cake,cake,1
coy,koi,0
rid,rich,0
earth,earth,1
fish,fish,1
coat,coat,1
birch,birch,1
sue,chew,0
buy,mime,0
cane,can't,0
cheat,chicken,0
budge,munch,0
mass,meant,0
crop,crime,0
guest,guest,1
flu,blue,0
bed,mate,0
squat,watch,0
frost,frost,1
fine,find,0
fuel,food,0
chick,cherry,0
brash,brush,0
fade,fame,0
drab,dime,0
