key1,psAnswer1,accuracyScore
dip,dip,1
glad,glad,1
golf,golf,1
cat,cat,1
bruise,bruise,1
bridge,bridge,1
chore,chore,1
vest,vest,1
claim,claim,1
flea,flea,1
grim,grim,1
cheek,cheek,1
dump,dump,1
beard,beard,1
sock,suck,0
cone,cp;d,0
cow,cow,1
crash,crash,1
chump,chunk,0
buy,buy,1
traps,traps,1
flesh,lush,0
dance,dance,1
clue,clue,1
coal,coal,1
clown,cloud,0
thief,thief,1
frail,frail,1
due,do,0
tank,ted,0
check,check,1
chief,chief,1
count,kelt,0
toast,toast,1
block,black,0
break,break,1
frame,frame,1
edge,edge,1
round,round,1
pipe,pipe,1
flop,flap,0
cup,cup,1
core,orb,0
clot,last,0
shed,chef,0
flaw,floss,0
chalk,chalk,1
brick,brick,1
booth,boot,0
bright,write,0
chop,chop,1
bye,pipe,0
goose,goose,1
gab,gap,0
blond,blind,0
peach,beach,0
cold,chore,0
germ,germ,1
goat,joke,0
fat,fame,0
