filePaths,rhythm,stim1,stim2,stim3,stim4,stim5,stim6,stim1Start,stim1End,stim2Start,stim2End,stim3Start,stim3End,stim4Start,stim4End,stim5Start,stim5End,stim6Start,stim6End,audFile,audStart,similCat,rhythm_i2,stim1_i2,stim2_i2,stim3_i2,stim4_i2,stim5_i2,stim6_i2,stim1Start_i2,stim1End_i2,stim2Start_i2,stim2End_i2,stim3Start_i2,stim3End_i2,stim4Start_i2,stim4End_i2,stim5Start_i2,stim5End_i2,stim6Start_i2,stim6End_i2,audFile_i2,audStart_i2,similCat_i2,setVol,corrMatchAnswer,condFilePath,sensoryCond,stimStart,overallRhythmOrder.thisRepN,overallRhythmOrder.thisTrialN,overallRhythmOrder.thisN,overallRhythmOrder.thisIndex,AudVisRhythmLoop.thisRepN,AudVisRhythmLoop.thisTrialN,AudVisRhythmLoop.thisN,AudVisRhythmLoop.thisIndex,pickingSRTCond.thisRepN,pickingSRTCond.thisTrialN,pickingSRTCond.thisN,pickingSRTCond.thisIndex,srtTrials.thisRepN,srtTrials.thisTrialN,srtTrials.thisN,srtTrials.thisIndex,text_3.started,text_3.stopped,goToNext.keys,goToNext.rt,goToNext.started,goToNext.stopped,variableInstructions.started,variableInstructions.stopped,goToBlockKey.keys,goToBlockKey.rt,goToBlockKey.started,goToBlockKey.stopped,text_2.started,text_2.stopped,preFix.started,preFix.stopped,holdFix.started,holdFix.stopped,cir1.started,cir1.stopped,cir2.started,cir2.stopped,cir3.started,cir3.stopped,cir4.started,cir4.stopped,cir5.started,cir5.stopped,cir6.started,cir6.stopped,audioTrialSound.started,audioTrialSound.stopped,text.started,text.stopped,holdFix_i2.started,holdFix_i2.stopped,cir1_i2.started,cir1_i2.stopped,cir2_i2.started,cir2_i2.stopped,cir3_i2.started,cir3_i2.stopped,cir4_i2.started,cir4_i2.stopped,cir5_i2.started,cir5_i2.stopped,cir6_i2.started,cir6_i2.stopped,audioTrialSound_i2.started,audioTrialSound_i2.stopped,rhythmChoice.keys,rhythmChoice.rt,rhythmChoice.started,rhythmChoice.stopped,promptTxt.started,promptTxt.stopped,breatheBro.started,breatheBro.stopped,image.started,image.stopped,goToTrailTxt.started,goToTrailTxt.stopped,keyToGoNext.keys,keyToGoNext.rt,keyToGoNext.started,keyToGoNext.stopped,keyToGo.keys,keyToGo.rt,keyToGo.started,keyToGo.stopped,spaceTxt.started,spaceTxt.stopped,mainInstrText.started,mainInstrText.stopped,MoveToMainTask.keys,MoveToMainTask.rt,MoveToMainTask.started,MoveToMainTask.stopped,whichBlkTxt.started,whichBlkTxt.stopped,LetsGoGirls.keys,LetsGoGirls.rt,LetsGoGirls.started,LetsGoGirls.stopped,fixCross.started,fixCross.stopped,gratingStim.started,gratingStim.stopped,beepStim.started,beepStim.stopped,yesHitIt.keys,yesHitIt.rt,yesHitIt.started,yesHitIt.stopped,catchEarly.keys,catchEarly.started,catchEarly.stopped,text_4.started,text_4.stopped,feedbackIfNeeded.started,feedbackIfNeeded.stopped,annoyingBeep.started,annoyingBeep.stopped,catchEarly.rt,wordListTime,wordRecallInstr.started,wordRecallInstr.stopped,keytoWords.keys,keytoWords.rt,keytoWords.started,keytoWords.stopped,textForWords.text,textForWords.started,textForWords.stopped,wordText.started,wordText.stopped,wordTestTiming.keys,wordTestTiming.rt,wordTestTiming.started,wordTestTiming.stopped,byebyeText.started,byebyeText.stopped,pressToEnd.keys,pressToEnd.rt,pressToEnd.started,pressToEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.202402954993886,None,space,65.70155415299814,10.392420920004952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,28,1,2,1,1,2,2,11,16,28,58,70,75,87,92,104,134,146,176,3_audFile.wav,10,5,28,1,2,1,1,2,2,11,16,28,58,70,75,87,92,104,134,146,176,3_audFile.wav,10,5,0,1,,,,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,76.24264515799587,None,space,27.17534020000312,76.34264410600008,None,103.56283476800309,None,103.75280190400372,None,104.75280297799327,None,104.86276975600049,104.91277751000598,105.03279626800213,105.33288330200594,105.45277798699681,105.50275989899819,105.622813295995,105.67280520699569,105.7927936299966,106.092764386005,106.21278066000377,106.51282699700096,104.85275493809313,None,106.6128677319939,None,107.92277760599973,None,108.0327600199962,108.08275939000305,108.20285397599218,108.50280808200478,108.62277443999483,108.6728374420054,108.79279156499251,108.84279500799312,108.96276725200005,109.26281789099448,109.38281917000131,109.68277175200637,108.02273660710198,None,2,1.227196638006717,110.28280062699923,None,110.28280062699923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,18,2,2,1,1,2,1,11,41,53,83,95,100,112,117,129,159,171,176,3_audFile.wav,10,7,18,2,2,1,1,2,1,11,41,53,83,95,100,112,117,129,159,171,176,3_audFile.wav,10,7,0,1,,,,0,0,0,0,0,1,1,21,,,,,,,,,,,,,,,,,,,,,111.53279548999853,None,111.71281876599824,112.71279300500464,112.73281671499717,None,112.84281632999773,113.14287552599853,113.2628315500042,113.56283003400313,113.68276715499815,113.73281622500508,113.85277999099344,113.90282371400099,114.02285499000573,114.32280126100522,114.44282780399953,114.49283017599373,112.83283117810497,None,114.59281955599727,None,115.89283605599485,None,116.0028040229954,116.30286575699574,116.42279662900546,116.72284976299852,116.84278769799857,116.89282945399464,117.01284044400381,117.06278063400532,117.18280315599986,117.48279593400366,117.60285192799347,117.65280564900604,115.99281086410046,None,2,1.777155625008163,118.25282836599217,None,118.25282836599217,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,28,1,2,1,1,2,2,11,16,28,58,70,75,87,92,104,134,146,176,3_audFile.wav,10,5,22,1,2,1,2,2,1,11,16,28,58,70,75,87,117,129,159,171,176,3_audFile.wav,10,5,0,2,,,,0,0,0,0,0,2,2,16,,,,,,,,,,,,,,,,,,,,,120.04285652200633,None,120.2328585840005,121.23284095599956,121.24288868599979,None,121.35280715599947,121.40282298300008,121.52276164499926,121.82289675300126,121.94287696600077,121.99285154399695,122.11284436700225,122.16282733599655,122.28287667599216,122.58285111699661,122.7028197710024,123.0029420810024,121.34284219509281,None,123.10280769100063,None,124.40284533200611,None,124.5128540279984,124.56288500700612,124.68283815200266,124.98284140099713,125.10286612699565,125.1528737040062,125.27285164799832,125.57283814100083,125.69286677800119,125.99288220499875,126.11285113700433,126.16287039600138,124.50286218510591,None,1,0.3391773600014858,126.76282715500565,None,126.76282715500565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,27,1,1,2,2,1,2,11,16,28,33,45,75,87,117,129,134,146,176,3_audFile.wav,10,4,29,1,1,2,1,2,2,11,16,28,33,45,75,87,92,104,134,146,176,3_audFile.wav,10,4,0,2,,,,0,0,0,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,127.12285435400554,None,127.30286536099447,128.30285905499477,128.3228791349975,None,128.43284171300184,128.48287784299464,128.6028381340002,128.65286234600353,128.77284089000023,129.0728437749931,129.19285862499964,129.49296927600517,129.6128426409996,129.66286379599478,129.7829426219978,130.08286548599426,128.42283455410217,None,130.18285770900548,None,131.4828925299953,None,131.59285512199858,131.6428983700025,131.7628837920056,131.81286354399344,131.9328645189962,132.2328335409984,132.35284238899476,132.40299894899363,132.5228685059992,132.82288023999718,132.94287832200644,133.24287653999636,131.5828302850976,None,1,0.6670433440012857,133.84296764399915,None,133.84296764399915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,22,1,2,1,2,2,1,11,16,28,58,70,75,87,117,129,159,171,176,3_audFile.wav,10,5,26,1,2,1,2,1,2,11,16,28,58,70,75,87,117,129,134,146,176,3_audFile.wav,10,5,0,2,,,,0,0,0,0,0,4,4,17,,,,,,,,,,,,,,,,,,,,,134.5228974280035,None,134.71286502899602,135.7128818219935,135.72297718099435,None,135.83288918499602,135.88287821000267,136.00295340399316,136.30291535799915,136.422890449001,136.47284289999516,136.59293846100627,136.89287840800534,137.01289095000539,137.31296367000323,137.43282779399306,137.48298736699508,135.82282558710432,None,137.58288097000332,None,138.88291067299724,None,138.9928343990032,139.04288421699312,139.1629057310056,139.46291120699607,139.58290731800662,139.63291214099445,139.75289212999633,140.05288061899773,140.17292944999645,140.22296481400554,140.34296825800266,140.6429037420021,138.982894790094,None,1,0.5390670699998736,141.24291411000013,None,141.24291411000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,21,2,1,1,2,2,1,11,41,53,58,70,75,87,117,129,159,171,176,3_audFile.wav,10,6,17,2,1,2,2,1,1,11,41,53,58,70,100,112,142,154,159,171,176,3_audFile.wav,10,6,0,2,,,,0,0,0,0,0,5,5,15,,,,,,,,,,,,,,,,,,,,,141.7929134559963,None,141.98303346699686,142.98290688800626,142.99289209299604,None,143.10293766199902,143.4029472109978,143.52295211599267,143.57290502999967,143.69295359999523,143.74295050899673,143.86292733800656,144.16294131700124,144.28296583499468,144.5829122790019,144.7029925609968,144.75290557800326,143.09295842410648,None,144.85289176499646,None,146.15296572999796,None,146.26297448700643,146.56295765600225,146.6829580210033,146.73292950200266,146.85293347800325,147.15291155800514,147.27295551200223,147.57292024500202,147.69292311600293,147.74294687699876,147.86298032999912,147.91296058100124,146.252899967102,None,1,0.36506189600913785,148.51293251900643,None,148.51293251900643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,25,2,1,1,2,1,2,11,41,53,58,70,75,87,117,129,134,146,176,3_audFile.wav,10,6,25,2,1,1,2,1,2,11,41,53,58,70,75,87,117,129,134,146,176,3_audFile.wav,10,6,0,1,,,,0,0,0,0,0,6,6,18,,,,,,,,,,,,,,,,,,,,,148.89300169500348,None,149.08290243099327,150.0829639799922,150.09292511999956,None,150.2029730439972,150.50294600600319,150.62298740599363,150.67290466699342,150.79292897599225,150.84295066900086,150.96294412799762,151.2629198460054,151.38297372599482,151.4329237530037,151.55292445300438,151.85296716699668,150.1929569171014,None,151.95299853000324,None,153.25296099900152,None,153.36298806399282,153.66302520000318,153.7830035139923,153.8329335669987,153.95293052500347,154.00299728299433,154.12301819599816,154.4229720430012,154.54300710499228,154.5930077840021,154.71298781399673,155.01295780899818,153.3529455021024,None,1,0.4490598249976756,155.61296264200064,None,155.61296264200064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,17,2,1,2,2,1,1,11,41,53,58,70,100,112,142,154,159,171,176,3_audFile.wav,10,6,21,2,1,1,2,2,1,11,41,53,58,70,75,87,117,129,159,171,176,3_audFile.wav,10,6,0,2,,,,0,0,0,0,0,7,7,12,,,,,,,,,,,,,,,,,,,,,156.07293522899272,None,156.26298330600548,157.26300237899704,157.27297741299844,None,157.3829855590011,157.68293132500548,157.802991353994,157.8529518449941,157.97293188699405,158.27308095399349,158.3929740159947,158.6929968829936,158.81294604600407,158.86298311399878,158.98298404399247,159.03300095199666,157.37295391010122,None,159.13294681700063,None,160.4330363420013,None,160.5430146209983,160.84311136500037,160.96300352299295,161.01298321099603,161.13298359699547,161.1829767349991,161.3029923110007,161.60302738500468,161.72298480199242,162.02297914300289,162.14301479399728,162.1929685829964,160.53297965909297,None,1,0.4609845619997941,162.79300258999865,None,162.79300258999865,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/1_VisualBlock1.csv,21,2,1,1,2,2,1,11,41,53,58,70,75,87,117,129,159,171,176,3_audFile.wav,10,6,21,2,1,1,2,2,1,11,41,53,58,70,75,87,117,129,159,171,176,3_audFile.wav,10,6,0,1,,,,0,0,0,0,0,8,8,31,,,,,,,,,,,,,,,,,,,,,163.2730277209921,None,163.46299004099274,164.46299867299967,164.4729975329974,None,164.58306377599365,164.88313770700188,165.0030151349929,165.05305050700554,165.1729994769994,165.22298683000554,165.34301028099435,165.64297529299802,165.76300992499455,166.06297447100224,166.18314592300158,166.233011275006,164.57308751709644,None,166.33299859000545,None,167.63297511500423,None,167.74300233399845,168.04305481100164,168.1630258369987,168.21303902499494,168.3329710239923,168.38316447999387,168.50301424200006,168.8030111219996,168.92300850499305,169.22303906499292,169.34303807499236,169.39299909399415,167.73305003810384,None,1,0.37296188500477,169.99306557400269,None,169.99306557400269,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2022_Nov_18_1815,Cognition2_FullCode1,2021.2.3,100.08710982480316,
