Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2,InstrTextVar,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,letsGoAlready.keys,letsGoAlready.rt,letsGoAlready.started,letsGoAlready.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_5.started,text_5.stopped,fixCross.started,fixCross.stopped,fixCross2.started,fixCross2.stopped,answerPrompt.started,answerPrompt.stopped,getAnswer.text,getAnswer.started,getAnswer.stopped,goToNext.keys,goToNext.rt,goToNext.started,goToNext.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,space,2.2016441966407,10.240194334182888,None,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024_Feb_21_1656,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.10523251058482,
,,,,,,,,,,,,,,,,10.240194334182888,None,12.57345681404695,None,space,1.0213502598926425,12.756598140113056,None,,,,,,,,,,,,,,,,0,001,2024_Feb_21_1656,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.10523251058482,
ash.wav,ash.mpg,ash,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav,"This is an example of an

AUDIO trial",0,0,0,0,,,,,,,,,,,,,13.839747108984739,None,14.823332141153514,None,21.023334179073572,None,22.408195049036294,None,,22.408195049036294,None,return,1.6877821017988026,22.49004921177402,None,0,001,2024_Feb_21_1656,SpeechDraft1Carolyn_lessNoise_PlusLocalization,2021.2.3,60.10523251058482,
