targetSpeakerName,targetSpeakerEccen,targetSpkrChannel,targetSpkrSound,targetVisualDegrees,visStimLoc,visStimLoc2,visStimW,visStimH,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audLocalLoop.thisRepN,audLocalLoop.thisTrialN,audLocalLoop.thisN,audLocalLoop.thisIndex,visualLocalLoop.thisRepN,visualLocalLoop.thisTrialN,visualLocalLoop.thisN,visualLocalLoop.thisIndex,letsGoAlready.keys,letsGoAlready.rt,letsGoAlready.started,letsGoAlready.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stretchBreakTxrt.started,stretchBreakTxrt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,letsGoLocal.keys,letsGoLocal.rt,letsGoLocal.started,letsGoLocal.stopped,text_4.started,text_4.stopped,prepFixTxt.started,prepFixTxt.stopped,prepFixTxt_2.started,prepFixTxt_2.stopped,respPromptLocal.started,respPromptLocal.stopped,slider.response,slider.rt,slider.started,slider.stopped,letsGoLocal_2.keys,letsGoLocal_2.rt,letsGoLocal_2.started,letsGoLocal_2.stopped,text_7.started,text_7.stopped,prepFixTxt_3.started,prepFixTxt_3.stopped,grating.started,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,4,1,29,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.55054587777704,None,153.65025442978367,None,154.58364846091717,None,1.5804232804232803,0.7824961729347706,154.58364846091717,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,4,2,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.36724092904478,None,156.4672360289842,None,157.40030210185796,None,1.6592592592592592,0.6496834107674658,157.40030210185796,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,4,3,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.05059792799875,None,159.1505741570145,None,160.08361272607,None,1.16984126984127,0.5494521660730243,160.08361272607,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,4,4,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.63396955514327,None,161.7338496427983,None,162.66703803883865,None,1.2232804232804233,0.5499621517956257,162.66703803883865,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,4,5,33,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.2173183048144,None,164.31715277582407,None,165.25034195976332,None,1.2275132275132274,0.6321505289524794,165.25034195976332,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,4,6,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.8838978339918,None,166.98375004297122,None,167.91700853407383,None,1.228042328042328,1.149707118049264,167.91700853407383,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,5,0,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.06724382191896,None,170.16707262396812,None,171.1004027640447,None,1.1301587301587301,0.6993860420770943,171.1004027640447,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,5,1,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.80060298275203,None,172.90028821211308,None,173.8337625558488,None,1.0693121693121692,0.5331288888119161,173.8337625558488,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,5,2,37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.36725617712364,None,175.46708568418398,None,176.40038931090385,None,1.5947089947089947,0.7994822240434587,176.40038931090385,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,5,3,38,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.20061082905158,None,178.30029941396788,None,179.23367607593536,None,1.6280423280423282,0.7500100396573544,179.23367607593536,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,5,4,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.98486750898883,None,181.08380122110248,None,182.01708374312147,None,1.126984126984127,1.9337788908742368,182.01708374312147,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,5,5,40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.96725740795955,None,185.06703765597194,None,186.00044412212446,None,1.5894179894179894,1.2499056062661111,186.00044412212446,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,5,6,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.25163585087284,None,188.36717107286677,None,189.28365632006899,None,1.1767195767195768,0.7166352481581271,189.28365632006899,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,6,0,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.00061074085534,None,191.10044989315793,None,192.03356135915965,None,1.343915343915344,0.6994606289081275,192.03356135915965,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,6,1,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.7339430069551,None,193.8337860200554,None,194.7671308820136,None,1.6317460317460317,0.8984292568638921,194.7671308820136,None,,,,,,,,,,,130,001,2023_Nov_07_1233,Localization_IfspeechCrashes,2021.2.3,60.000299458955226,
