Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2
fresh.wav,fresh.mpg,fresh,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
hike.wav,hike.mpg,hike,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
fad.wav,fad.mpg,fad,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
bust.wav,bust.mpg,bust,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
dare.wav,dare.mpg,dare,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
cure.wav,cure.mpg,cure,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
mold.wav,mold.mpg,mold,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
glide.wav,glide.mpg,glide,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
castle.wav,castle.mpg,castle,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
cloth.wav,cloth.mpg,cloth,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
drab.wav,drab.mpg,drab,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
your.wav,your.mpg,your,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
leapt.wav,leapt.mpg,leapt,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
build.wav,build.mpg,build,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
skull.wav,skull.mpg,skull,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
clutch.wav,clutch.mpg,clutch,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
awe.wav,awe.mpg,awe,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
grace.wav,grace.mpg,grace,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
lost.wav,lost.mpg,lost,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
bad.wav,bad.mpg,bad,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
eat.wav,eat.mpg,eat,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
blot.wav,blot.mpg,blot,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
crate.wav,crate.mpg,crate,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
druid.wav,druid.mpg,druid,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
bun.wav,bun.mpg,bun,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
burn.wav,burn.mpg,burn,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
damn.wav,damn.mpg,damn,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
dine.wav,dine.mpg,dine,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
birth.wav,birth.mpg,birth,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
truce.wav,truce.mpg,truce,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
fit.wav,fit.mpg,fit,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
coast.wav,coast.mpg,coast,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
blond.wav,blond.mpg,blond,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
ear.wav,ear.mpg,ear,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
bin.wav,bin.mpg,bin,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
crank.wav,crank.mpg,crank,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
germ.wav,germ.mpg,germ,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
bat.wav,bat.mpg,bat,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
grasp.wav,grasp.mpg,grasp,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
crude.wav,crude.mpg,crude,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
