wordList,condition,conditionCode,audioFile,trialType,corrFlash,corrBeeps,f1Start,f2Start,f3Start,f4Start,b1Start,b2Start,b3Start,b4Start,f1Color,f2Color,f3Color,f4Color,b1Vol,b2Vol,b3Vol,b4Vol,crossColor,crossContrast,firstResp,toneHz1,audioFile1,playNumber1,toneHz2,audioFile2,playNum2,cond,ravenProblem,wordPresentation.thisRepN,wordPresentation.thisTrialN,wordPresentation.thisN,wordPresentation.thisIndex,flashPractice.thisRepN,flashPractice.thisTrialN,flashPractice.thisN,flashPractice.thisIndex,beepPractice.thisRepN,beepPractice.thisTrialN,beepPractice.thisN,beepPractice.thisIndex,practiceLoops.thisRepN,practiceLoops.thisTrialN,practiceLoops.thisN,practiceLoops.thisIndex,overarchingBreak.thisRepN,overarchingBreak.thisTrialN,overarchingBreak.thisN,overarchingBreak.thisIndex,SIFI_VisualTrials.thisRepN,SIFI_VisualTrials.thisTrialN,SIFI_VisualTrials.thisN,SIFI_VisualTrials.thisIndex,SIFI_AudTrials.thisRepN,SIFI_AudTrials.thisTrialN,SIFI_AudTrials.thisN,SIFI_AudTrials.thisIndex,SifiLoops.thisRepN,SifiLoops.thisTrialN,SifiLoops.thisN,SifiLoops.thisIndex,pitchPracticeLoop.thisRepN,pitchPracticeLoop.thisTrialN,pitchPracticeLoop.thisN,pitchPracticeLoop.thisIndex,repeatPitch.thisRepN,repeatPitch.thisTrialN,repeatPitch.thisN,repeatPitch.thisIndex,pitchTestFull.thisRepN,pitchTestFull.thisTrialN,pitchTestFull.thisN,pitchTestFull.thisIndex,ravenPracticeLoop.thisRepN,ravenPracticeLoop.thisTrialN,ravenPracticeLoop.thisN,ravenPracticeLoop.thisIndex,ravenTestLoop.thisRepN,ravenTestLoop.thisTrialN,ravenTestLoop.thisN,ravenTestLoop.thisIndex,welcomeTxt.started,goOnAndStart.started,goOnAndStart.keys,goOnAndStart.rt,helloWordTest.started,key_resp_14.started,key_resp_14.keys,key_resp_14.rt,preWordFixCross.started,wordText_2.started,preWordFixCross.stopped,wordText_2.stopped,wordListTime,text_7.started,text_7.stopped,text_8.started,text_8.stopped,helloInstr.started,beginPractPress.started,beginPractPress.keys,beginPractPress.rt,text_4.started,key_resp_9.started,key_resp_9.keys,key_resp_9.rt,practiceTypeHeader.started,fillInText.started,crossSetup.started,crossSetup.stopped,firstResponseQ,flashCondition,flashCode,practiceBeep1.started,practiceBeeps2.started,gratP1.started,practiceBeeps3.started,gratP1.stopped,practiceBeeps4.started,gratP2.started,gratP2.stopped,gratP3.started,gratP3.stopped,gratP4.started,gratP4.stopped,text_2.started,text_2.stopped,R1GeneralPrompt_3.started,flashPromptTxt_2.started,mouseClick1Vis.started,polygonVis_F1.started,polygonVis_F2.started,polygonVis_F3.started,polygonVis_F4.started,flashVisOpt1.started,flashVisOpt2.started,flashVisOpt3.started,flashVisOpt4.started,flashPic.started,rollingOnVis.started,key_resp_12.started,mouseClick1Vis.x,mouseClick1Vis.y,mouseClick1Vis.leftButton,mouseClick1Vis.midButton,mouseClick1Vis.rightButton,mouseClick1Vis.time,mouseClick1Vis.clicked_name,clickCounter,flashClick,flashRespNum,key_resp_12.keys,key_resp_12.rt,text_5.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,R1GeneralPrompt_4.started,beepPrompt_uniAud.started,mouseClickAudB.started,polygonAud_B1.started,polygonAud_B2.started,polygonAud_B3.started,polygonAud_B4.started,beepAudOpt1.started,beepAudOpt2.started,beepAudOpt3.started,beepAudOpt4.started,speakerPic.started,rollingOnAud.started,key_resp_13.started,mouseClickAudB.x,mouseClickAudB.y,mouseClickAudB.leftButton,mouseClickAudB.midButton,mouseClickAudB.rightButton,mouseClickAudB.time,mouseClickAudB.clicked_name,beepClick,beepRespNum,key_resp_13.keys,key_resp_13.rt,text_6.started,key_resp_10.started,key_resp_10.keys,key_resp_10.rt,R1GeneralPrompt_2.started,flashPromptTxt.started,beepPromptTxt.started,mouseClick1.started,mouseClickB.started,polygonF0.started,polygonF2.started,polygonF3.started,polygonF1.started,polygonB0.started,polygonB1.started,polygonB2.started,polygonB3.started,flashOpt0.started,flashOpt1.started,flashOpt2.started,flashOpt3.started,beepOpt0.started,beepOpt1.started,beepOpt2.started,beepOpt3.started,flashPicBisen.started,beepPicBisen.started,rollingOn.started,key_resp_11.started,mouseClick1.x,mouseClick1.y,mouseClick1.leftButton,mouseClick1.midButton,mouseClick1.rightButton,mouseClick1.time,mouseClick1.clicked_name,mouseClickB.x,mouseClickB.y,mouseClickB.leftButton,mouseClickB.midButton,mouseClickB.rightButton,mouseClickB.time,mouseClickB.clicked_name,key_resp_11.keys,key_resp_11.rt,goToTask.started,spaceToStart.started,spaceToStart.keys,spaceToStart.rt,flashGoGo.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,b1Test.started,b2Test.started,grat1.started,b3Test.started,grat1.stopped,b4Test.started,grat2.started,grat2.stopped,grat3.started,grat3.stopped,grat4.started,grat4.stopped,text.started,text.stopped,beepGoGo.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,bisenGoGo.started,key_resp_7.started,key_resp_7.keys,key_resp_7.rt,breatheBro.started,image.started,moveOnTxt.started,keysToMoveOn.started,keysToMoveOn.keys,keysToMoveOn.rt,topAppTxt.started,text_3.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,holdHereTxt.started,holdKeys.started,holdKeys.keys,holdKeys.rt,helloPitches.started,PitchLetsGo.started,PitchLetsGo.keys,PitchLetsGo.rt,cross_hold.started,tone1.started,tone2.started,getResponse.started,responsePrompt.started,getResponse.keys,getResponse.rt,feedbackWriting.started,feedbackWriting.stopped,cross_hold.stopped,PlsGoTxt.started,LetsGoAlready.started,LetsGoAlready.keys,LetsGoAlready.rt,RavenInstrTxt.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,ravenProbIm.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,text_9.started,keytoExitCode1.started,keytoExitCode1.keys,keytoExitCode1.rt,participant,session,date,expName,psychopyVersion,frameRate,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,26,56,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.4780024649954,699.6781036659959,b,3F0B,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF2'],2,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB0'],0,,,,,,,701.4086074939987,701.4086074939987,701.4086074939987,0.00033152599644381553,0.00033152599644381553,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,701.4086074939987,702.8489900290006,"[0.048177083333333336, -0.2526041666666667]","[0.07682291666666667, -0.24088541666666666]","[1, 1]","[0, 0]","[0, 0]","[0.7209619950008346, 1.4405176669970388]",['polygonF2'],[],[],[],[],[],[],[],space,0.2665484160097549,,,,,,,,,700.1782634577015,700.2382783646957,700.2282783279952,700.2983209746948,700.2383327449934,700.3583034616953,700.2883209379943,700.2983735779999,700.3483034249948,700.358348255002,700.3783653979917,700.3882688290032,700.3882688290032,701.4086074939987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,1F1B,6,,,1,1,12,19,20,21,12,19,20,21,0,1,1,1,1,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,27,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.1490706070035,703.3491277330031,f,1F1B,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,705.0896006580006,705.0896006580006,705.0896006580006,0.00032247199851553887,0.00032247199851553887,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,705.0896006580006,706.4400539459893,"[-0.0859375, -0.08984375]","[0.07552083333333333, -0.24088541666666666]","[1, 1]","[0, 0]","[0, 0]","[0.6609917409950867, 1.3502788170007989]",['polygonF1'],[],[],[],[],[],[],[],space,0.20383791500353254,,,,,,,,,703.9692603846983,704.0394244356925,703.9693399029929,704.0494494526996,703.9792991229915,704.0592994436942,704.0394494159991,704.0492994069937,704.0492994069937,704.0593370069982,704.0593370069982,704.0693171849998,704.0693171849998,705.0896006580006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,1F1B,6,,,1,1,12,19,20,21,12,19,20,21,0,1,1,1,1,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,28,58,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.6800243089965,706.8801389159926,b,1F1B,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB1'],1,,,,,,,708.6207191759895,708.6207191759895,708.6207191759895,0.0003416719991946593,0.0003416719991946593,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,708.6207191759895,709.7910131419922,"[-0.09635416666666667, -0.11197916666666667]","[0.07161458333333333, -0.26171875]","[1, 1]","[0, 0]","[0, 0]","[0.6008645069960039, 1.1702888190047815]",['polygonF1'],[],[],[],[],[],[],[],space,0.2534774340019794,,,,,,,,,707.5003027947008,707.570362601697,707.5003750839969,707.5804637136956,707.5104230269935,707.5902720186917,707.5704636769951,707.5802719819912,707.5802719819912,707.5903714519955,707.5903714519955,707.6002698340017,707.6002698340017,708.6207191759895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,1F2B,7,,,1,2,12,19,20,21,9,15,20,21,0,1,1,1,1,1,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,1,29,59,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.0811352079909,710.2811090079922,b,1F2B,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,['polygonF1'],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,['polygonB2'],2,,,,,,,712.0216962650011,712.0216962650011,712.0216962650011,0.0002925949956988916,0.0002925949956988916,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,712.0216962650011,713.4320140219934,"[-0.09765625, 0.06510416666666667]","[0.07421875, -0.21614583333333334]","[1, 1]","[0, 0]","[0, 0]","[0.7813690899929497, 1.4120125089975772]",['polygonF1'],[],[],[],[],[],[],[],space,0.25978584299446084,,,,,,,,,710.8713203697029,710.9314155106898,710.9013165709912,710.9813823717035,710.9112800979929,710.9914056886977,710.971382335003,710.9814056519972,710.9814056519972,710.9913177029957,710.9913177029957,711.0013814909908,711.0013814909908,712.0216962650011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713.7337894069933,713.7337894069933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.9512144909968,781.1513582819898,f,2F0B,10,,,,,,,,,,,,,,,782.8917498559895,782.8917498559895,0.0002873920020647347,782.8917498559895,782.8917498559895,782.8917498559895,782.8917498559895,782.8917498559895,782.8917498559895,782.8917498559895,782.8917498559895,782.8917498559895,782.8917498559895,783.8621306309942,"[-0.0234375, -0.08463541666666667]","[-0.014322916666666666, -0.0013020833333333333]","[1, 1]","[0, 0]","[0, 0]","[0.6011099299939815, 0.9803685819933889]",['polygonVis_F2'],0,['polygonVis_F2'],2,space,0.29441577299439814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773.7289076930028,773.9193105229933,space,6.9972043549933005,781.6515599276958,781.7115145936899,781.7415273349907,781.771604874701,781.751464697998,781.8315602076967,781.8015651879978,781.8116503939964,781.8515401539917,781.8615835529927,781.8615835529927,781.8716511870007,781.8716511870007,782.8917498559895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.1922145400022,784.3923350269906,b,1F0B,5,,,,,,,,,,,,,,,786.1328045349946,786.1328045349946,0.00028870800451841205,786.1328045349946,786.1328045349946,786.1328045349946,786.1328045349946,786.1328045349946,786.1328045349946,786.1328045349946,786.1328045349946,786.1328045349946,786.1328045349946,786.682817805995,[-0.23567708333333334],[-0.005208333333333333],[1],[0],[0],[0.5604593619937077],['polygonVis_F1'],0,['polygonVis_F1'],1,space,0.28922194699407555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784.8923629966943,784.952464562701,785.0124654199899,785.0124334796914,785.0224905520008,785.0724309916899,785.0824800459959,785.0924927360029,785.0924927360029,785.1026068909996,785.1026068909996,785.1124415249942,785.1124415249942,786.1328045349946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.0030020089907,787.2031147489906,f,1F0B,5,,,,,,,,,,,,,,,788.9335748729936,788.9335748729936,0.00031889299862086773,788.9335748729936,788.9335748729936,788.9335748729936,788.9335748729936,788.9335748729936,788.9335748729936,788.9335748729936,788.9335748729936,788.9335748729936,788.9335748729936,789.3937144509982,[-0.23697916666666666],[-0.0078125],[1],[0],[0],[0.4608408420026535],['polygonVis_F1'],0,['polygonVis_F1'],1,space,0.3379952300019795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.7032479616959,787.7633257077017,787.8232698700012,787.8232884597004,787.8333213040023,787.883208310703,787.8932824109943,787.9033141940017,787.9033141940017,787.9133455909905,787.9133455909905,787.923331760001,787.923331760001,788.9335748729936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,2F0B,10,,,2,0,9,15,20,21,0,6,12,18,0,0,1,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.7538370859984,789.95393490899,b,2F0B,10,,,,,,,,,,,,,,,791.6943769019999,791.6943769019999,0.00031668700103182346,791.6943769019999,791.6943769019999,791.6943769019999,791.6943769019999,791.6943769019999,791.6943769019999,791.6943769019999,791.6943769019999,791.6943769019999,791.6943769019999,792.0945453530003,[-0.07161458333333333],[-0.016927083333333332],[1],[0],[0],[0.4103129489958519],['polygonVis_F2'],0,['polygonVis_F2'],2,space,0.2376113840000471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790.4540906707028,790.5140593876916,790.5440895100037,790.5740751297038,790.5540389139933,790.6340276816976,790.6040789120016,790.6140454549895,790.6541143439972,790.6641305840021,790.6641305840021,790.6741286229953,790.6741286229953,791.6943769019999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,792.3545358239935,792.5546648649906,f,3F0B,15,,,,,,,,,,,,,,,794.2850900030026,794.2850900030026,0.00029720598831772804,794.2850900030026,794.2850900030026,794.2850900030026,794.2850900030026,794.2850900030026,794.2850900030026,794.2850900030026,794.2850900030026,794.2850900030026,794.2850900030026,794.735208543003,[0.08203125],[-0.0013020833333333333],[1],[0],[0],[0.460118713992415],['polygonVis_F3'],0,['polygonVis_F3'],3,space,0.20508632900600787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793.0547183586954,793.1148565146926,793.1048564779921,793.174769584692,793.1148355519981,793.2348054786911,793.1647695479915,793.1748156309914,793.2248054419906,793.2347851679951,793.2548963229929,793.2647839900019,793.2647839900019,794.2850900030026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794.9852725439996,795.1855076509964,b,3F0B,15,,,,,,,,,,,,,,,796.9058858579956,796.9058858579956,0.0002570029901107773,796.9058858579956,796.9058858579956,796.9058858579956,796.9058858579956,796.9058858579956,796.9058858579956,796.9058858579956,796.9058858579956,796.9058858579956,796.9058858579956,797.2059669329901,[0.08203125],[-0.0013020833333333333],[1],[0],[0],[0.301176019012928],['polygonVis_F3'],0,['polygonVis_F3'],3,space,0.3579023700003745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.6856303136941,795.745541009694,795.7355409729935,795.8056554097042,795.7455298089917,795.8656545666948,795.7956553730037,795.8055839019944,795.8556545299944,795.8656400589971,795.88557781899,795.8954971280036,795.8954971280036,796.9058858579956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,4F0B,20,,,4,0,0,6,12,18,0,6,12,18,0,0,0,0,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,797.5860309159907,797.7860615410027,b,4F0B,20,,,,,,,,,,,,,,,799.4866932589939,799.4866932589939,0.0003176019963575527,799.4866932589939,799.4866932589939,799.4866932589939,799.4866932589939,799.4866932589939,799.4866932589939,799.4866932589939,799.4866932589939,799.4866932589939,799.4866932589939,800.0867047670035,[0.19661458333333334],[-0.006510416666666667],[1],[0],[0],[0.6207058540021535],['polygonVis_F4'],0,['polygonVis_F4'],4,space,0.27689779999491293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798.2863233196898,798.346213306699,798.2863169060001,798.4062650336913,798.2962743809912,798.4662935197033,798.3463391519908,798.3562555270037,798.4062889380002,798.4162656779954,798.4663154579903,798.476305432996,798.476305432996,799.4866932589939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,4F0B,20,,,4,0,0,6,12,18,0,6,12,18,0,0,0,0,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.4068364679988,800.6069545409991,f,4F0B,20,,,,,,,,,,,,,,,802.3073611619911,802.3073611619911,0.00025566600379534066,802.3073611619911,802.3073611619911,802.3073611619911,802.3073611619911,802.3073611619911,802.3073611619911,802.3073611619911,802.3073611619911,802.3073611619911,802.3073611619911,802.667513109991,[0.21875],[-0.009114583333333334],[1],[0],[0],[0.3610992269968847],['polygonVis_F4'],0,['polygonVis_F4'],4,space,0.24825262199738063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,801.107055885694,801.1671081187,801.1070563649992,801.2270224166917,801.1170320469973,801.2870988587005,801.167075076999,801.1770607579965,801.2271127919958,801.2371628709952,801.2871062420018,801.2971442900016,801.2971442900016,802.3073611619911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,4F0B,20,,,4,0,0,6,12,18,0,6,12,18,0,0,0,0,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,802.947567419993,803.1476171760005,b,4F0B,20,,,,,,,,,,,,,,,804.8481229739991,804.8481229739991,0.00028918898897245526,804.8481229739991,804.8481229739991,804.8481229739991,804.8481229739991,804.8481229739991,804.8481229739991,804.8481229739991,804.8481229739991,804.8481229739991,804.8481229739991,805.8984026599937,"[0.1328125, 0.09375]","[-0.01171875, -0.01171875]","[1, 1]","[0, 0]","[0, 0]","[0.5504357219906524, 1.0516439069906482]",['polygonVis_F3'],0,['polygonVis_F3'],3,space,0.27428727300139144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.6478143866901,803.7078191016975,803.6477610000002,803.7678367057,803.6578220020019,803.8277539486938,803.7078395400022,803.7177612079977,803.7678407749918,803.777832324995,803.8279032349965,803.8378022559918,803.8378022559918,804.8481229739991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
,3F0B,15,,,3,0,5,11,17,20,0,6,12,18,0,0,0,1,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.1984883209952,806.3985940860002,b,3F0B,15,,,,,,,,,,,,,,,808.1194248169923,808.1194248169923,0.0003029670042451471,808.1194248169923,808.1194248169923,808.1194248169923,808.1194248169923,808.1194248169923,808.1194248169923,808.1194248169923,808.1194248169923,808.1194248169923,808.1194248169923,808.6392995929928,[-0.0703125],[0.0013020833333333333],[1],[0],[0],[0.520386859003338],['polygonVis_F2'],0,['polygonVis_F2'],2,space,0.14075173399760388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806.8987226226949,806.9587292116979,806.9487291749974,807.018839807692,806.9586719669896,807.0788142477016,807.0088397709915,807.0187585359963,807.0688142110012,807.0787564659986,807.0987601369998,807.1087978809956,807.1087978809956,808.1194248169923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,001,2023-02-02_09h10.38.369,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2022.2.5,99.95007293813936,
