Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2
bleed.wav,bleed.mpg,bleed,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
croak.wav,croak.mpg,croak,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
crime.wav,crime.mpg,crime,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
style.wav,style.mpg,style,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
gaze.wav,gaze.mpg,gaze,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
spire.wav,spire.mpg,spire,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
chow.wav,chow.mpg,chow,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
fool.wav,fool.mpg,fool,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
live.wav,live.mpg,live,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
ease.wav,ease.mpg,ease,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
oats.wav,oats.mpg,oats,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
core.wav,core.mpg,core,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
dusk.wav,dusk.mpg,dusk,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
gush.wav,gush.mpg,gush,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
bye.wav,bye.mpg,bye,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
dog.wav,dog.mpg,dog,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
crate.wav,crate.mpg,crate,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
two.wav,two.mpg,two,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
tear.wav,tear.mpg,tear,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
frame.wav,frame.mpg,frame,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
grow.wav,grow.mpg,grow,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
dead.wav,dead.mpg,dead,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
gross.wav,gross.mpg,gross,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
gab.wav,gab.mpg,gab,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
weep.wav,weep.mpg,weep,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
gulf.wav,gulf.mpg,gulf,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
warmth.wav,warmth.mpg,warmth,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
foil.wav,foil.mpg,foil,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
cross.wav,cross.mpg,cross,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
dust.wav,dust.mpg,dust,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
gash.wav,gash.mpg,gash,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
ball.wav,ball.mpg,ball,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
blunt.wav,blunt.mpg,blunt,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
frog.wav,frog.mpg,frog,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
grin.wav,grin.mpg,grin,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
fault.wav,fault.mpg,fault,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
clutch.wav,clutch.mpg,clutch,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
squat.wav,squat.mpg,squat,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
fear.wav,fear.mpg,fear,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
quart.wav,quart.mpg,quart,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
quest.wav,quest.mpg,quest,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
dash.wav,dash.mpg,dash,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
flush.wav,flush.mpg,flush,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
dope.wav,dope.mpg,dope,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
tank.wav,tank.mpg,tank,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
jam.wav,jam.mpg,jam,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
curve.wav,curve.mpg,curve,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
earth.wav,earth.mpg,earth,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
dual.wav,dual.mpg,dual,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
bend.wav,bend.mpg,bend,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
feud.wav,feud.mpg,feud,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
flight.wav,flight.mpg,flight,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
cord.wav,cord.mpg,cord,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
pledge.wav,pledge.mpg,pledge,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
broom.wav,broom.mpg,broom,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
dream.wav,dream.mpg,dream,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
clog.wav,clog.mpg,clog,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
dumb.wav,dumb.mpg,dumb,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
fierce.wav,fierce.mpg,fierce,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
bride.wav,bride.mpg,bride,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
golf.wav,golf.mpg,golf,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
rod.wav,rod.mpg,rod,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
clap.wav,clap.mpg,clap,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
groom.wav,groom.mpg,groom,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
snake.wav,snake.mpg,snake,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
fuse.wav,fuse.mpg,fuse,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
card.wav,card.mpg,card,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
brow.wav,brow.mpg,brow,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
crust.wav,crust.mpg,crust,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
deal.wav,deal.mpg,deal,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
feed.wav,feed.mpg,feed,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
broke.wav,broke.mpg,broke,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
frost.wav,frost.mpg,frost,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
rid.wav,rid.mpg,rid,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
bar.wav,bar.mpg,bar,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
bin.wav,bin.mpg,bin,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
build.wav,build.mpg,build,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
bright.wav,bright.mpg,bright,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
fate.wav,fate.mpg,fate,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
