Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2
beam.wav,beam.mpg,beam,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
shut.wav,shut.mpg,shut,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
beige.wav,beige.mpg,beige,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
flea.wav,flea.mpg,flea,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
route.wav,route.mpg,route,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
crush.wav,crush.mpg,crush,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
duct.wav,duct.mpg,duct,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
fan.wav,fan.mpg,fan,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
aunt.wav,aunt.mpg,aunt,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
mold.wav,mold.mpg,mold,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
dad.wav,dad.mpg,dad,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
three.wav,three.mpg,three,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
fuse.wav,fuse.mpg,fuse,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
bin.wav,bin.mpg,bin,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
flick.wav,flick.mpg,flick,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
due.wav,due.mpg,due,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
flow.wav,flow.mpg,flow,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
bake.wav,bake.mpg,bake,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
please.wav,please.mpg,please,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
fifth.wav,fifth.mpg,fifth,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
rid.wav,rid.mpg,rid,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
stuck.wav,stuck.mpg,stuck,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
bad.wav,bad.mpg,bad,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
chew.wav,chew.mpg,chew,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
clay.wav,clay.mpg,clay,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
tomb.wav,tomb.mpg,tomb,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
wear.wav,wear.mpg,wear,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
wind.wav,wind.mpg,wind,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
cease.wav,cease.mpg,cease,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
tool.wav,tool.mpg,tool,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
strive.wav,strive.mpg,strive,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
chore.wav,chore.mpg,chore,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
fund.wav,fund.mpg,fund,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
fame.wav,fame.mpg,fame,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
cough.wav,cough.mpg,cough,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
spray.wav,spray.mpg,spray,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
brake.wav,brake.mpg,brake,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
dead.wav,dead.mpg,dead,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
boat.wav,boat.mpg,boat,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
chunk.wav,chunk.mpg,chunk,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
clog.wav,clog.mpg,clog,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
blot.wav,blot.mpg,blot,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
pop.wav,pop.mpg,pop,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
ghost.wav,ghost.mpg,ghost,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
fence.wav,fence.mpg,fence,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
round.wav,round.mpg,round,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
grief.wav,grief.mpg,grief,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
chick.wav,chick.mpg,chick,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
droop.wav,droop.mpg,droop,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
fill.wav,fill.mpg,fill,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
sock.wav,sock.mpg,sock,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
wine.wav,wine.mpg,wine,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
bless.wav,bless.mpg,bless,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
teen.wav,teen.mpg,teen,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
grade.wav,grade.mpg,grade,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
dwell.wav,dwell.mpg,dwell,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
fake.wav,fake.mpg,fake,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
ban.wav,ban.mpg,ban,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
dry.wav,dry.mpg,dry,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
blade.wav,blade.mpg,blade,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
guest.wav,guest.mpg,guest,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
cane.wav,cane.mpg,cane,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
wheat.wav,wheat.mpg,wheat,1,AV,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
cult.wav,cult.mpg,cult,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
flee.wav,flee.mpg,flee,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
faith.wav,faith.mpg,faith,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
spire.wav,spire.mpg,spire,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
blast.wav,blast.mpg,blast,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
pike.wav,pike.mpg,pike,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
budge.wav,budge.mpg,budge,3,AV,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
doom.wav,doom.mpg,doom,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
dump.wav,dump.mpg,dump,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
flask.wav,flask.mpg,flask,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
bloat.wav,bloat.mpg,bloat,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
firm.wav,firm.mpg,firm,2,AV,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
badge.wav,badge.mpg,badge,6,AV,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
buff.wav,buff.mpg,buff,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
drag.wav,drag.mpg,drag,5,AV,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
cross.wav,cross.mpg,cross,4,AV,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
