Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2
cried.wav,cried.mpg,cried,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
boost.wav,boost.mpg,boost,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
clash.wav,clash.mpg,clash,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
cup.wav,cup.mpg,cup,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
flank.wav,flank.mpg,flank,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
freak.wav,freak.mpg,freak,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
brake.wav,brake.mpg,brake,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
coy.wav,coy.mpg,coy,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
coin.wav,coin.mpg,coin,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
shed.wav,shed.mpg,shed,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
cloak.wav,cloak.mpg,cloak,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
dumb.wav,dumb.mpg,dumb,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
sake.wav,sake.mpg,sake,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
strive.wav,strive.mpg,strive,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
fierce.wav,fierce.mpg,fierce,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
built.wav,built.mpg,built,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
chore.wav,chore.mpg,chore,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
bee.wav,bee.mpg,bee,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
frost.wav,frost.mpg,frost,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
live.wav,live.mpg,live,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
broad.wav,broad.mpg,broad,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
gun.wav,gun.mpg,gun,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
climb.wav,climb.mpg,climb,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
croak.wav,croak.mpg,croak,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
cream.wav,cream.mpg,cream,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
crime.wav,crime.mpg,crime,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
blame.wav,blame.mpg,blame,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
wet.wav,wet.mpg,wet,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
