targetSpeakerName,targetSpeakerEccen,targetSpkrChannel,targetSpkrSound,targetVisualDegrees,visStimLoc,visStimLoc2,visStimW,visStimH,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audLocalLoop.thisRepN,audLocalLoop.thisTrialN,audLocalLoop.thisN,audLocalLoop.thisIndex,visualLocalLoop.thisRepN,visualLocalLoop.thisTrialN,visualLocalLoop.thisN,visualLocalLoop.thisIndex,letsGoAlready.keys,letsGoAlready.rt,letsGoAlready.started,letsGoAlready.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stretchBreakTxrt.started,stretchBreakTxrt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,letsGoLocal.keys,letsGoLocal.rt,letsGoLocal.started,letsGoLocal.stopped,text_4.started,text_4.stopped,prepFixTxt.started,prepFixTxt.stopped,prepFixTxt_2.started,prepFixTxt_2.stopped,respPromptLocal.started,respPromptLocal.stopped,slider.response,slider.rt,slider.started,slider.stopped,letsGoLocal_2.keys,letsGoLocal_2.rt,letsGoLocal_2.started,letsGoLocal_2.stopped,text_7.started,text_7.stopped,prepFixTxt_3.started,prepFixTxt_3.stopped,grating.started,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,7,1,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.2875481740001,None,195.38732082500007,None,196.32072098100014,None,1.6227513227513226,1.0012720960000934,196.32072098100014,None,,,,,,,,,,,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,7,2,51,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.33760066800016,None,198.43734359999996,None,199.37074992200007,None,1.5962962962962963,0.6658397490000425,199.37074992200007,None,,,,,,,,,,,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,7,3,52,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.037572199,None,201.1374832150001,None,202.07079525799998,None,1.6608465608465608,0.5815591040000072,202.07079525799998,None,,,,,,,,,,,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,7,4,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.654384908,None,203.754109761,None,204.68807943900003,None,1.1947089947089946,0.6830798200001027,204.68807943900003,None,,,,,,,,,,,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,7,5,54,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.38763156800007,None,206.48735972500015,None,207.42075631299997,None,1.662962962962963,1.1495834960001048,207.42075631299997,None,,,,,,,,,,,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,7,6,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.57093072700002,None,209.67074906799996,None,210.60415562700007,None,1.4047619047619047,1.1009447100000216,210.60415562700007,None,,,,,,,,,,,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,17.92568601800008,211.80443888000002,None,,,,,,,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,229.77097510200008,None,,,232.80414905700002,None,1.411111111111111,1.2043792140000278,232.80414905700002,None,,,,,211.80443888000002,None,230.77096406800013,None,230.954488727,230.970973544,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,,,,,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,234.00442456200005,None,,,237.02088877300014,None,1.5624338624338625,0.8328789449999476,237.02088877300014,None,,,,,,,235.004290297,None,235.18772045799994,235.20435213000007,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,237.85430628100005,None,,,240.870740555,None,1.4957671957671956,0.8984907799999746,240.870740555,None,,,,,,,238.85432662999995,None,239.03767437900012,239.05429213800005,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearLeft,-6.5,1,ch1Sound_localizationTask.wav,-6.5,"(857, 878)","(-103,-202)",-95,-338,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,241.771012219,None,,,244.78742943300006,None,1.4365079365079365,0.8850760900002115,244.78742943300006,None,,,,,,,242.77102643399996,None,242.95430433100012,242.97100493200003,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,245.68777986700013,None,,,248.70407978700007,None,1.5502645502645502,0.8822330279999733,248.70407978700007,None,,,,,,,246.687789727,None,246.87091970900008,246.88762438900005,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,249.58772528800012,None,,,252.60416826000016,None,1.4058201058201059,0.7831593809999049,252.60416826000016,None,,,,,,,250.58771286500007,None,250.77109578900001,250.78768913700003,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,,,,,0,6,6,3,,,,,,,,,,,,,,,,,,,,,,,,,253.38780043200006,None,,,256.40421239600016,None,1.5005291005291004,1.0983011549999446,256.40421239600016,None,,,,,,,254.38768161400014,None,254.5710490140001,254.58768836700017,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,,,,,1,0,7,6,,,,,,,,,,,,,,,,,,,,,,,,,257.50434592700014,None,,,260.520588619,None,1.6947089947089946,0.7325634139999693,260.520588619,None,,,,,,,258.50439022700004,None,258.687746703,258.704418551,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,,,,,1,1,8,6,,,,,,,,,,,,,,,,,,,,,,,,,261.25441737200015,None,,,264.27081501300006,None,1.6285714285714286,1.0146669660000498,264.27081501300006,None,,,,,,,262.25431606300015,None,262.437812539,262.45431853900016,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,,,,,1,2,9,5,,,,,,,,,,,,,,,,,,,,,,,,,265.28770262700016,None,,,268.30405710800017,None,1.5904761904761906,1.2483325000000605,268.30405710800017,None,,,,,,,266.2876763580001,None,266.47103718999995,266.48766554099996,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,,,,,1,3,10,1,,,,,,,,,,,,,,,,,,,,,,,,,269.55434923500013,None,,,272.5708263360001,None,1.4132275132275132,1.0495599309999761,272.5708263360001,None,,,,,,,270.55439260900005,None,270.73771798400014,270.754386254,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearLeft,-6.5,1,ch1Sound_localizationTask.wav,-6.5,"(857, 878)","(-103,-202)",-95,-338,,,,,,,,,,,,,1,4,11,2,,,,,,,,,,,,,,,,,,,,,,,,,273.620969402,None,,,276.63760565400014,None,1.444973544973545,0.6487344160000248,276.63760565400014,None,,,,,,,274.620936981,None,274.8043649980001,274.82092782000007,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,,,,,1,5,12,1,,,,,,,,,,,,,,,,,,,,,,,,,277.28773965000016,None,,,280.30416669600015,None,1.4121693121693122,0.8837173059998804,280.30416669600015,None,,,,,,,278.28772799499995,None,278.470987326,278.48771600600014,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,,,,,1,6,13,0,,,,,,,,,,,,,,,,,,,,,,,,,281.18960144799996,None,,,284.22088501200017,None,1.3592592592592592,0.8669579079999039,284.22088501200017,None,,,,,,,282.2043367770001,None,282.387659399,282.4044371250001,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,,,,,2,0,14,3,,,,,,,,,,,,,,,,,,,,,,,,,285.1043988120001,None,,,288.12072585600015,None,1.5,0.9656213609998758,288.12072585600015,None,,,,,,,286.10443043500015,None,286.287664587,286.30439200600006,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,,,,,2,1,15,5,,,,,,,,,,,,,,,,,,,,,,,,,289.08773966499996,None,,,292.104217771,None,1.6232804232804234,0.8493492270001752,292.104217771,None,,,,,,,290.08770963300015,None,290.27101881400006,290.28782267200006,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,,,,,2,2,16,5,,,,,,,,,,,,,,,,,,,,,,,,,292.954362953,None,,,295.97083940100003,None,1.5804232804232803,0.698362232999898,295.97083940100003,None,,,,,,,293.95438308200016,None,294.1377986420001,294.15456493700015,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,,,,,2,3,17,5,,,,,,,,,,,,,,,,,,,,,,,,,296.67112709700007,None,,,299.687569115,None,1.5703703703703704,0.6323441690001346,299.687569115,None,,,,,,,297.671265349,None,297.85440387799997,297.871116121,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,,,,,2,4,18,5,,,,,,,,,,,,,,,,,,,,,,,,,300.32105374000014,None,,,303.33747871,None,1.6037037037037036,0.5984545539999999,303.33747871,None,,,,,,,301.32097723799995,None,301.50443474099995,301.521041071,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,,,,,2,5,19,0,,,,,,,,,,,,,,,,,,,,,,,,,303.93775268800016,None,,,306.95407593000016,None,1.3582010582010582,1.1498557419999997,306.95407593000016,None,,,,,,,304.93778013200006,None,305.12102021299995,305.137752405,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,,,,,2,6,20,0,,,,,,,,,,,,,,,,,,,,,,,,,308.10520041200004,None,,,311.1208409280001,None,1.3761904761904762,0.6836321700000099,311.1208409280001,None,,,,,,,309.1043878710001,None,309.28770589500016,309.30441151900015,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearLeft,-6.5,1,ch1Sound_localizationTask.wav,-6.5,"(857, 878)","(-103,-202)",-95,-338,,,,,,,,,,,,,3,0,21,2,,,,,,,,,,,,,,,,,,,,,,,,,311.82108007299996,None,,,314.83764521900014,None,1.4417989417989419,0.6494388470000558,314.83764521900014,None,,,,,,,312.821073835,None,313.00448891300005,313.021027741,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,,,,,3,1,22,4,,,,,,,,,,,,,,,,,,,,,,,,,315.48775557600004,None,,,318.50423704900015,None,1.5698412698412698,0.782754266999973,318.50423704900015,None,,,,,,,316.48772993499995,None,316.67109094600016,316.68784490500013,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,,,,,3,2,23,0,,,,,,,,,,,,,,,,,,,,,,,,,319.28779761400017,None,,,322.30416105100005,None,1.3693121693121693,0.9332221839999875,322.30416105100005,None,,,,,,,320.28775564499995,None,320.471076014,320.48775289,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,,,,,3,3,24,0,,,,,,,,,,,,,,,,,,,,,,,,,323.2386056910001,None,,,326.25437825200004,None,1.3624338624338623,0.6834851540002091,326.25437825200004,None,,,,,,,324.23773210900015,None,324.4211625680001,324.437836272,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,,,,,3,4,25,1,,,,,,,,,,,,,,,,,,,,,,,,,326.937995872,None,,,329.954197465,None,1.411111111111111,0.698762165999824,329.954197465,None,,,,,,,327.9377611630001,None,328.12104728300017,328.137887211,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,,,,,3,5,26,1,,,,,,,,,,,,,,,,,,,,,,,,,330.65461834099995,None,,,333.67134436599997,None,1.4,0.6323248659998626,333.67134436599997,None,,,,,,,331.654626763,None,331.83781765000015,331.85444331099995,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,,,,,3,6,27,3,,,,,,,,,,,,,,,,,,,,,,,,,334.304425444,None,,,337.32080199100017,None,1.4973544973544972,0.8828710020000017,337.32080199100017,None,,,,,,,335.30444194400013,None,335.4877635020001,335.50441421200014,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,,,,,4,0,28,6,,,,,,,,,,,,,,,,,,,,,,,,,338.204907616,None,,,341.2208887370001,None,1.6788359788359788,0.8159948059999351,341.2208887370001,None,,,,,,,339.20456819000003,None,339.38783601700004,339.4046246030001,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,,,,,4,1,29,4,,,,,,,,,,,,,,,,,,,,,,,,,342.037730871,None,,,345.05433728800006,None,1.5513227513227514,0.6490670319999481,345.05433728800006,None,,,,,,,343.0381057400001,None,343.22109988800014,343.23788454700014,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,,,,,4,2,30,3,,,,,,,,,,,,,,,,,,,,,,,,,345.70442386599996,None,,,348.720884987,None,1.4994708994708994,0.5659658090000903,348.720884987,None,,,,,,,346.7044525320001,None,346.88782929,346.904377428,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,,,,,4,3,31,3,,,,,,,,,,,,,,,,,,,,,,,,,349.28788504500005,None,,,352.304362836,None,1.5095238095238095,0.7495499760000257,352.304362836,None,,,,,,,350.28785435099996,None,350.47121508400016,350.48781010100004,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,,,,,4,4,32,6,,,,,,,,,,,,,,,,,,,,,,,,,353.05448683199995,None,,,356.07107030400005,None,1.6280423280423282,0.8660308250000526,356.07107030400005,None,,,,,,,354.054621053,None,354.23776510899995,354.2545065190001,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,,,,,4,5,33,3,,,,,,,,,,,,,,,,,,,,,,,,,356.93782355300016,None,,,359.95426673400004,None,1.5052910052910053,0.5662364350000644,359.95426673400004,None,,,,,,,357.93778755000005,None,358.1211238950001,358.13782515800006,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,,,,,4,6,34,6,,,,,,,,,,,,,,,,,,,,,,,,,360.521126753,None,,,363.53757110699996,None,1.662962962962963,0.9817154489999211,363.53757110699996,None,,,,,,,361.52112837000016,None,361.704455035,361.72129127999995,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,,,,,5,0,35,6,,,,,,,,,,,,,,,,,,,,,,,,,364.5211662810001,None,,,367.53761773400004,None,1.6587301587301586,0.5999496429999454,367.53761773400004,None,,,,,,,365.52117996699997,None,365.70448354200005,365.72116430100016,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,,,,,5,1,36,4,,,,,,,,,,,,,,,,,,,,,,,,,368.154907471,None,,,371.1711124320001,None,1.5682539682539682,0.5828748920000635,371.1711124320001,None,,,,,,,369.154667893,None,369.33778224800005,369.3545065310001,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,,,,,5,2,37,6,,,,,,,,,,,,,,,,,,,,,,,,,371.7544870610001,None,,,374.77114207600005,None,1.633862433862434,0.7321674919999168,374.77114207600005,None,,,,,,,372.7544427490001,None,372.93788048,372.954460627,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,,,,,5,3,38,5,,,,,,,,,,,,,,,,,,,,,,,,,375.5044824600001,None,,,378.5209534720001,None,1.6153439153439153,1.0315533990001313,378.5209534720001,None,,,,,,,376.504428327,None,376.68789002000005,376.70444926900007,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,,,,,5,4,39,4,,,,,,,,,,,,,,,,,,,,,,,,,379.554509036,None,,,382.57101914199995,None,1.5804232804232803,0.7840377780000836,382.57101914199995,None,,,,,,,380.554468185,None,380.73786005700015,380.754626906,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,,,,,5,5,40,1,,,,,,,,,,,,,,,,,,,,,,,,,383.354952155,None,,,386.371072453,None,1.4137566137566138,1.0987028829999872,386.371072453,None,,,,,,,384.3545155360001,None,384.5378903270001,384.55450074,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,,,,,5,6,41,0,,,,,,,,,,,,,,,,,,,,,,,,,387.47116044300003,None,,,390.48760383700017,None,1.3634920634920635,0.7985799909999969,390.48760383700017,None,,,,,,,388.4711964940001,None,388.65463316700004,388.6711734480001,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,,,,,6,0,42,5,,,,,,,,,,,,,,,,,,,,,,,,,391.287847962,None,,,394.304394936,None,1.6470899470899472,1.1163452250000319,394.304394936,None,,,,,,,392.28787006799996,None,392.47120037599996,392.48776597300014,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,,,,,6,1,43,5,,,,,,,,,,,,,,,,,,,,,,,,,395.42139052799996,None,,,398.437878245,None,1.6116402116402115,0.7324161009998988,398.437878245,None,,,,,,,396.42121313400014,None,396.6046759940001,396.621293755,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,,,,,6,2,44,4,,,,,,,,,,,,,,,,,,,,,,,,,399.1713386560001,None,,,402.18768874,None,1.5687830687830688,0.7825825469999472,402.18768874,None,,,,,,,400.1712638340001,None,400.354552074,400.37120514100013,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearLeft,-6.5,1,ch1Sound_localizationTask.wav,-6.5,"(857, 878)","(-103,-202)",-95,-338,,,,,,,,,,,,,6,3,45,2,,,,,,,,,,,,,,,,,,,,,,,,,402.971239694,None,,,405.98769925800013,None,1.4566137566137567,0.8997957069998392,405.98769925800013,None,,,,,,,403.97123882100016,None,404.1547947590001,404.1712649120001,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearLeft,-6.5,1,ch1Sound_localizationTask.wav,-6.5,"(857, 878)","(-103,-202)",-95,-338,,,,,,,,,,,,,6,4,46,2,,,,,,,,,,,,,,,,,,,,,,,,,406.88792061800007,None,,,409.90428528300015,None,1.4423280423280422,0.6661250380000183,409.90428528300015,None,,,,,,,407.8878444380001,None,408.0712108460001,408.087845569,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearLeft,-6.5,1,ch1Sound_localizationTask.wav,-6.5,"(857, 878)","(-103,-202)",-95,-338,,,,,,,,,,,,,6,5,47,2,,,,,,,,,,,,,,,,,,,,,,,,,410.57120539799996,None,,,413.5878334990001,None,1.4407407407407407,0.4989824490000956,413.5878334990001,None,,,,,,,411.571181811,None,411.75454294100007,411.7711771170001,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,,,,,6,6,48,4,,,,,,,,,,,,,,,,,,,,,,,,,414.08797327900004,None,,,417.10447285099997,None,1.552910052910053,0.9328621520000979,417.10447285099997,None,,,,,,,415.087934279,None,415.27118974999996,415.28792904299996,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,,,,,7,0,49,3,,,,,,,,,,,,,,,,,,,,,,,,,418.0378885250001,None,,,421.0545909850001,None,1.4994708994708994,0.6995225759999357,421.0545909850001,None,,,,,,,419.03796904500007,None,419.2213630550001,419.23795632300005,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
nearLeft,-6.5,1,ch1Sound_localizationTask.wav,-6.5,"(857, 878)","(-103,-202)",-95,-338,,,,,,,,,,,,,7,1,50,2,,,,,,,,,,,,,,,,,,,,,,,,,421.7556386780001,None,,,424.78774897899996,None,1.4613756613756614,0.8331097530001443,424.78774897899996,None,,,,,,,422.7712958600001,None,422.95461646499996,422.971222968,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,,,,,7,2,51,6,,,,,,,,,,,,,,,,,,,,,,,,,425.6214645000001,None,,,428.6378495560001,None,1.6285714285714286,0.8319984370000384,428.6378495560001,None,,,,,,,426.6212097680001,None,426.80453886099997,426.821226335,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,,,,,7,3,52,0,,,,,,,,,,,,,,,,,,,,,,,,,429.47136925100006,None,,,432.48790684300013,None,1.3767195767195768,0.9330924019998292,432.48790684300013,None,,,,,,,430.471231181,None,430.65502956800003,430.67131086300003,185,001,2024_Mar_13_1034,Localization_IfspeechCrashes,2021.2.3,59.99290799837748,
