Audio_Only_Files,Video_Files,Original_Word_List,noiseLevelCode,conditionCodes,noiseLevelFile1,noiseLevelFile2
freeze.wav,freeze.mpg,freeze,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
gone.wav,gone.mpg,gone,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
chomp.wav,chomp.mpg,chomp,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
clue.wav,clue.mpg,clue,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
belch.wav,belch.mpg,belch,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
dish.wav,dish.mpg,dish,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
chef.wav,chef.mpg,chef,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
claim.wav,claim.mpg,claim,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
swan.wav,swan.mpg,swan,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
claw.wav,claw.mpg,claw,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
crook.wav,crook.mpg,crook,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
drill.wav,drill.mpg,drill,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
bust.wav,bust.mpg,bust,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
chow.wav,chow.mpg,chow,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
blob.wav,blob.mpg,blob,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
quart.wav,quart.mpg,quart,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
dawn.wav,dawn.mpg,dawn,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
brawl.wav,brawl.mpg,brawl,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
gab.wav,gab.mpg,gab,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
wine.wav,wine.mpg,wine,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
book.wav,book.mpg,book,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
wind.wav,wind.mpg,wind,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
craft.wav,craft.mpg,craft,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
crop.wav,crop.mpg,crop,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
clutch.wav,clutch.mpg,clutch,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
drive.wav,drive.mpg,drive,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
carve.wav,carve.mpg,carve,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
bread.wav,bread.mpg,bread,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
fur.wav,fur.mpg,fur,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
thrown.wav,thrown.mpg,thrown,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
cuff.wav,cuff.mpg,cuff,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
cap.wav,cap.mpg,cap,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
cleft.wav,cleft.mpg,cleft,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
fable.wav,fable.mpg,fable,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
thief.wav,thief.mpg,thief,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
frog.wav,frog.mpg,frog,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
stone.wav,stone.mpg,stone,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
block.wav,block.mpg,block,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
grass.wav,grass.mpg,grass,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
rent.wav,rent.mpg,rent,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
bird.wav,bird.mpg,bird,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
boil.wav,boil.mpg,boil,2,A,Pink_Noise_2_1.wav,Pink_Noise_2_2.wav
blimp.wav,blimp.mpg,blimp,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
goal.wav,goal.mpg,goal,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
bold.wav,bold.mpg,bold,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
golf.wav,golf.mpg,golf,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
cone.wav,cone.mpg,cone,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
date.wav,date.mpg,date,4,A,Pink_Noise_4_1.wav,Pink_Noise_4_2.wav
flask.wav,flask.mpg,flask,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
tool.wav,tool.mpg,tool,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
bulb.wav,bulb.mpg,bulb,6,A,Pink_Noise_6_1.wav,Pink_Noise_6_2.wav
bump.wav,bump.mpg,bump,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
guilt.wav,guilt.mpg,guilt,1,A,Pink_Noise_1_1.wav,Pink_Noise_1_2.wav
quest.wav,quest.mpg,quest,5,A,Pink_Noise_5_1.wav,Pink_Noise_5_2.wav
chart.wav,chart.mpg,chart,3,A,Pink_Noise_3_1.wav,Pink_Noise_3_2.wav
