targetSpeakerName,targetSpeakerEccen,targetSpkrChannel,targetSpkrSound,targetVisualDegrees,visStimLoc,visStimLoc2,visStimW,visStimH,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audLocalLoop.thisRepN,audLocalLoop.thisTrialN,audLocalLoop.thisN,audLocalLoop.thisIndex,visualLocalLoop.thisRepN,visualLocalLoop.thisTrialN,visualLocalLoop.thisN,visualLocalLoop.thisIndex,letsGoAlready.keys,letsGoAlready.rt,letsGoAlready.started,letsGoAlready.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stretchBreakTxrt.started,stretchBreakTxrt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,letsGoLocal.keys,letsGoLocal.rt,letsGoLocal.started,letsGoLocal.stopped,text_4.started,text_4.stopped,prepFixTxt.started,prepFixTxt.stopped,prepFixTxt_2.started,prepFixTxt_2.stopped,respPromptLocal.started,respPromptLocal.stopped,slider.response,slider.rt,slider.started,slider.stopped,letsGoLocal_2.keys,letsGoLocal_2.rt,letsGoLocal_2.started,letsGoLocal_2.stopped,text_7.started,text_7.stopped,prepFixTxt_3.started,prepFixTxt_3.stopped,grating.started,grating.stopped,exitTxt.started,exitTxt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,space,10.290007831994444,14.141213550698012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.141213550698012,None,24.558526527136564,None,space,5.330021528061479,24.741279935929924,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.124480477999896,None,space,2.939860461745411,30.291327754966915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,19.448607969563454,33.37467641104013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
nearLeft,-6.5,1,ch1Sound_localizationTask.wav,-6.5,"(857, 878)","(-103,-202)",-95,-338,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,33.37467641104013,None,52.85773200774565,None,53.97453392576426,None,54.89117459207773,None,1.3328042328042329,2.619662201963365,54.89117459207773,None,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.50891316495836,None,58.60774955106899,None,59.54104038281366,None,1.4052910052910053,1.399565361905843,59.54104038281366,None,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.94129109289497,None,62.041066746693105,None,62.97448277194053,None,1.361904761904762,1.033230524044484,62.97448277194053,None,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0081876530312,None,65.10801423015073,None,66.04099076380953,None,1.903174603174603,1.4833442787639797,66.04099076380953,None,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5247041080147,None,68.6245514457114,None,69.55780476611108,None,1.3947089947089948,1.6664276411756873,69.55780476611108,None,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.22552926884964,None,72.32464843988419,None,73.25776066584513,None,1.0481481481481483,1.4163735350593925,73.25776066584513,None,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.67467283969745,None,75.77462229598314,None,76.70777471503243,None,1.7455026455026454,1.316848759073764,76.70777471503243,None,,,,,,,,,,,,,,,,,128,001,2023_Nov_06_1213,Localization_IfspeechCrashes,2021.2.3,60.01323280201455,
