filePaths,rhythm,stim1,stim2,stim3,stim4,stim5,stim6,stim1Start,stim1End,stim2Start,stim2End,stim3Start,stim3End,stim4Start,stim4End,stim5Start,stim5End,stim6Start,stim6End,audFile,audStart,similCat,rhythm_i2,stim1_i2,stim2_i2,stim3_i2,stim4_i2,stim5_i2,stim6_i2,stim1Start_i2,stim1End_i2,stim2Start_i2,stim2End_i2,stim3Start_i2,stim3End_i2,stim4Start_i2,stim4End_i2,stim5Start_i2,stim5End_i2,stim6Start_i2,stim6End_i2,audFile_i2,audStart_i2,similCat_i2,setVol,corrMatchAnswer,overallRhythmOrder.thisRepN,overallRhythmOrder.thisTrialN,overallRhythmOrder.thisN,overallRhythmOrder.thisIndex,AudVisRhythmLoop.thisRepN,AudVisRhythmLoop.thisTrialN,AudVisRhythmLoop.thisN,AudVisRhythmLoop.thisIndex,text_3.started,goToNext.started,goToNext.keys,goToNext.rt,variableInstructions.started,goToBlockKey.started,goToBlockKey.keys,goToBlockKey.rt,text_2.started,preFix.started,preFix.stopped,holdFix.started,audioTrialSound.started,cir1.started,cir1.stopped,cir2.started,cir2.stopped,cir3.started,cir3.stopped,cir4.started,cir4.stopped,cir5.started,cir5.stopped,cir6.started,holdFix.stopped,cir6.stopped,text.started,text.stopped,holdFix_i2.started,audioTrialSound_i2.started,cir1_i2.started,cir1_i2.stopped,cir2_i2.started,cir2_i2.stopped,cir3_i2.started,cir3_i2.stopped,cir4_i2.started,cir4_i2.stopped,cir5_i2.started,cir5_i2.stopped,cir6_i2.started,cir6_i2.stopped,holdFix_i2.stopped,rhythmChoice.started,promptTxt.started,rhythmChoice.keys,rhythmChoice.rt,text_5.started,text_5.stopped,text_2.stopped,breatheBro.started,image.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.278986375997192,18.464719455005252,space,20.311975570002687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,19,2,1,2,1,2,1,11,41,56,61,76,106,121,126,141,171,186,191,3_audFile.wav,10,6,23,2,1,2,1,1,2,11,41,56,61,76,106,121,126,141,146,161,191,3_audFile.wav,10,6,0,2,0,0,0,0,0,9,9,15,,,,,,,,,125.38531038000656,125.57537488700473,126.57558405399323,126.58560610699351,126.68549549759337,126.69551200000569,126.99575745800394,127.14579731799313,127.1957961129956,127.34580782499688,127.64592594199348,127.79599740600679,127.84602890899987,127.9960375889932,128.2960881619947,128.44619297799363,128.44619297799363,128.49616721499478,128.49616721499478,129.8064782339934,129.8064782339934,129.90646047759947,129.91663213500578,130.21673227500287,130.36666640400654,130.41670064900245,130.56681538600242,130.86690466399887,131.01698046800448,131.06694154199795,131.2170452769933,131.2669511980057,131.41707490799308,131.71702565500163,132.1673051060061,132.1673051060061,132.1673051060061,2,0.33016956599021796,132.5173170430062,,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,28,1,2,1,1,2,2,11,16,31,61,76,81,96,101,116,146,161,191,3_audFile.wav,10,5,28,1,2,1,1,2,2,11,16,31,61,76,81,96,101,116,146,161,191,3_audFile.wav,10,5,0,1,0,0,0,0,0,10,10,29,,,,,,,,,134.01774005100015,134.20790654800658,135.20825480700296,135.21820300200488,135.31796781559387,135.3281666260009,135.3781917699962,135.52817963399866,135.82813414100383,135.97825661700335,136.02824387099827,136.17827289599518,136.22839747999387,136.37835403099598,136.67844252299983,136.828646725,137.07865106100508,137.1286471659987,137.1286471659987,138.42928041100095,138.42928041100095,138.52879923760338,138.53899628200452,138.58896587199706,138.73897333600326,139.0391769800044,139.18913964400417,139.23922261300322,139.3892471230065,139.43930453900248,139.589359110003,139.88947921099316,140.03952443499293,140.3395284760045,140.78970211000706,140.78970211000706,140.78970211000706,1,0.21963654601131566,141.02974496300158,,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,18,2,2,1,1,2,1,11,41,56,86,101,106,121,126,141,171,186,191,3_audFile.wav,10,7,16,2,2,1,2,1,1,11,41,56,86,101,106,121,151,166,171,186,191,3_audFile.wav,10,7,0,2,0,0,0,0,0,11,11,18,,,,,,,,,142.53005093800311,142.72027474400238,143.72060971800238,143.7307268690056,143.83041255959688,143.84061388099508,144.14057307399344,144.29066415100533,144.5907399639982,144.7409015209996,144.79072678000375,144.94091459999618,144.9908130709955,145.1410143450048,145.44096185399394,145.59129743899393,145.59129743899393,145.64115263200074,145.64115263200074,146.94148547199438,146.94148547199438,147.0412246295964,147.05134103700402,147.351593504005,147.50165448299958,147.80160229999456,147.9516933230043,148.00178230300662,148.15166147099808,148.4518332919979,148.60192482899583,148.6519964409963,148.80204350200074,148.85202887200285,149.30219428800046,149.30219428800046,149.30219428800046,1,0.5870293260086328,149.91230749299575,,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,27,1,1,2,2,1,2,11,16,31,36,51,81,96,126,141,146,161,191,3_audFile.wav,10,4,29,1,1,2,1,2,2,11,16,31,36,51,81,96,101,116,146,161,191,3_audFile.wav,10,4,0,2,0,0,0,0,0,12,12,8,,,,,,,,,151.41260782600148,151.6027991919982,152.60312500500004,152.61319149000337,152.71292632859695,152.72307763900608,152.77308051500586,152.92310352099594,152.97324061699328,153.12309853499755,153.42327244499756,153.57326693899813,153.87349011699553,154.02344248999725,154.07361004900304,154.22347793700465,154.47357228999317,154.52366723799787,154.52366723799787,155.82414871599758,155.82414871599758,155.9237107385925,155.933982180999,155.9839701900055,156.13408697600244,156.1840518079989,156.334104131005,156.6342327500024,156.78428816499945,156.8342892609944,156.9843366290006,157.28431418900436,157.43446133399266,157.73455680599727,158.18470428600267,158.18470428600267,158.18470428600267,1,0.27183429000433534,158.474803161007,159.975158938003,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,20,1,2,2,1,2,1,11,16,31,61,76,106,121,126,141,171,186,191,3_audFile.wav,10,5,24,1,2,2,1,1,2,11,16,31,61,76,106,121,126,141,146,161,191,3_audFile.wav,10,5,0,2,0,0,0,0,0,13,13,19,,,,,,,,,159.975158938003,160.17524528800277,161.17585770299775,161.17585770299775,161.2754079705992,161.28552840500197,161.33546743700572,161.48557975000585,161.78558875799354,161.93572831399797,162.23581941900193,162.3859629159997,162.4358344850043,162.5859782280022,162.8859412239981,163.03600853400712,163.03600853400712,163.08604104499682,163.08604104499682,164.3865935079957,164.3865935079957,164.48621326560533,164.49647446400195,164.54654369299533,164.6964713030029,164.9966670349968,165.14658091899764,165.4466672379931,165.59671233399422,165.6467826720036,165.7968266980024,165.84690854800283,165.99688319199777,166.29694110499986,166.7471169430064,166.7471169430064,166.7471169430064,2,0.39003448199946433,167.15725296399614,,161.17585770299775,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,22,1,2,1,2,2,1,11,16,31,61,76,81,96,126,141,171,186,191,3_audFile.wav,10,5,22,1,2,1,2,2,1,11,16,31,61,76,81,96,126,141,171,186,191,3_audFile.wav,10,5,0,1,0,0,0,0,0,14,14,14,,,,,,,,,168.65771989400673,168.84778719299356,169.8479996410024,169.85809441799938,169.95770274560346,169.9679768740025,170.01796403099434,170.16805452099652,170.46810800199455,170.61822218699672,170.668200154003,170.81824631200288,171.11844291500165,171.26836630300386,171.56842061100178,171.71851620399684,171.71851620399684,171.76857267000014,171.76857267000014,173.06902170699323,173.06902170699323,173.16883083560242,173.17890505399555,173.2289257770026,173.37900097999955,173.67907877100515,173.8292101209954,173.87918839399936,174.0291597799951,174.3292648820061,174.47927757400612,174.77939472500293,174.9294389639981,174.9794436039956,175.42956523099565,175.42956523099565,175.42956523099565,2,0.2912788969988469,175.74976098899788,177.250094463001,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,24,1,2,2,1,1,2,11,16,31,61,76,106,121,126,141,146,161,191,3_audFile.wav,10,5,24,1,2,2,1,1,2,11,16,31,61,76,106,121,126,141,146,161,191,3_audFile.wav,10,5,0,1,0,0,0,0,0,15,15,3,,,,,,,,,177.250094463001,177.44014730899653,178.44049865299894,178.4508074780024,178.55029951460165,178.56045468100638,178.61047086300096,178.76055463000375,179.06055767799262,179.2107361189992,179.5107262179954,179.6608070390066,179.71076569899742,179.86092561999976,179.9108748639992,180.06081829099276,180.31095276999986,180.3610330119991,180.3610330119991,181.6614241030038,181.6614241030038,181.76111757460603,181.7714696470066,181.8215238910052,181.97134074699716,182.2716282820038,182.42149327399966,182.72160688700387,182.87172829700285,182.92174002999673,183.0716984669998,183.12164516199846,183.27168108799378,183.57193896299577,184.02211794200412,184.02211794200412,184.02211794200412,1,0.6746981899923412,184.72216232100618,,178.4508074780024,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,25,2,1,1,2,1,2,11,41,56,61,76,81,96,126,141,146,161,191,3_audFile.wav,10,6,25,2,1,1,2,1,2,11,41,56,61,76,81,96,126,141,146,161,191,3_audFile.wav,10,6,0,1,0,0,0,0,0,16,16,20,,,,,,,,,186.22266215599666,186.40273435099516,187.4030103480036,187.42293494900514,187.52282279359497,187.53299679599877,187.8330754799972,187.98311290900165,188.0330961580039,188.1832102079934,188.23318330700567,188.38331135000044,188.68325291600195,188.83344674100226,188.88338260099408,189.0334991359996,189.28362213200307,189.33366408900474,189.33366408900474,190.63409167699865,190.63409167699865,190.73370765959407,190.7439923320053,191.0439882770006,191.19415436600684,191.24403932699352,191.3942320089991,191.44408242999634,191.59423423600674,191.8942270300031,192.04440362799505,192.0942966069997,192.24431727999763,192.54446819100122,192.99455613699683,192.99455613699683,192.99455613699683,1,0.7188631339959102,193.73482227399654,,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,16,2,2,1,2,1,1,11,41,56,86,101,106,121,151,166,171,186,191,3_audFile.wav,10,7,18,2,2,1,1,2,1,11,41,56,86,101,106,121,126,141,171,186,191,3_audFile.wav,10,7,0,2,0,0,0,0,0,17,17,21,,,,,,,,,195.23511046500062,195.42524534999393,196.42555719999655,196.4356255390012,196.53536505459488,196.5455606470059,196.8456662230019,196.9957303639967,197.29578851000406,197.4458916040021,197.49598274499294,197.64600435999455,197.94605031900574,198.09601758699864,198.14599743500003,198.2961228159984,198.2961228159984,198.34608943600324,198.34608943600324,199.64652609800396,199.64652609800396,199.7463262766032,199.75651635800023,200.05651299199963,200.20661903299333,200.5066073170019,200.6566982939985,200.70674290899478,200.85687680299452,200.90678235399537,201.05689511500532,201.35696727299364,201.50704970200604,201.55711950499972,202.0071647040022,202.0071647040022,202.0071647040022,2,0.5144863610039465,202.547393285,,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
/Users/shamslab/Desktop/Cognition2_FullExperimentFile/p4_VisualBlock1.csv,16,2,2,1,2,1,1,11,41,56,86,101,106,121,151,166,171,186,191,3_audFile.wav,10,7,16,2,2,1,2,1,1,11,41,56,86,101,106,121,151,166,171,186,191,3_audFile.wav,10,7,0,1,0,0,0,0,0,18,18,24,,,,,,,,,204.0478378150001,204.22778377500072,205.2281261330063,205.24813187700056,205.34797156259447,205.3580848480051,205.65851056099928,205.8081618550059,206.1083619419951,206.2582881940034,206.30838948499877,206.45842092699604,206.7585117050039,206.90853492099268,206.95862134499475,207.1085110760032,207.1085110760032,207.1586035770015,207.1586035770015,208.45912667199445,208.45912667199445,208.55884541759588,208.56913077000354,208.86908408299496,209.0191925120016,209.31924287999573,209.46936212100263,209.51929714200378,209.66945799499808,209.96947119300603,210.11946981100482,210.16940165100095,210.31957229100226,210.36953170200286,210.8196552760055,210.8196552760055,210.8196552760055,1,0.28476108799804933,211.12980311899446,,,,,p4,001,2023-01-31_12h32.18.812,Cognition2_FullCode1,2022.2.5,99.98534215071689,
