wordList,condition,conditionCode,audioFile,trialType,corrFlash,corrBeeps,f1Start,f2Start,f3Start,f4Start,b1Start,b2Start,b3Start,b4Start,f1Color,f2Color,f3Color,f4Color,b1Vol,b2Vol,b3Vol,b4Vol,crossColor,crossContrast,firstResp,toneHz1,audioFile1,playNumber1,toneHz2,audioFile2,playNum2,cond,wordPresentation.thisRepN,wordPresentation.thisTrialN,wordPresentation.thisN,wordPresentation.thisIndex,flashPractice.thisRepN,flashPractice.thisTrialN,flashPractice.thisN,flashPractice.thisIndex,beepPractice.thisRepN,beepPractice.thisTrialN,beepPractice.thisN,beepPractice.thisIndex,practiceLoops.thisRepN,practiceLoops.thisTrialN,practiceLoops.thisN,practiceLoops.thisIndex,overarchingBreak.thisRepN,overarchingBreak.thisTrialN,overarchingBreak.thisN,overarchingBreak.thisIndex,SIFI_VisualTrials.thisRepN,SIFI_VisualTrials.thisTrialN,SIFI_VisualTrials.thisN,SIFI_VisualTrials.thisIndex,SIFI_AudTrials.thisRepN,SIFI_AudTrials.thisTrialN,SIFI_AudTrials.thisN,SIFI_AudTrials.thisIndex,SifiLoops.thisRepN,SifiLoops.thisTrialN,SifiLoops.thisN,SifiLoops.thisIndex,pitchPracticeLoop.thisRepN,pitchPracticeLoop.thisTrialN,pitchPracticeLoop.thisN,pitchPracticeLoop.thisIndex,repeatPitch.thisRepN,repeatPitch.thisTrialN,repeatPitch.thisN,repeatPitch.thisIndex,pitchTestFull.thisRepN,pitchTestFull.thisTrialN,pitchTestFull.thisN,pitchTestFull.thisIndex,welcomeTxt.started,welcomeTxt.stopped,goOnAndStart.keys,goOnAndStart.rt,goOnAndStart.started,goOnAndStart.stopped,helloWordTest.started,helloWordTest.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.started,key_resp_14.stopped,preWordFixCross.started,preWordFixCross.stopped,wordText_2.started,wordText_2.stopped,wordListTime,text_7.started,text_7.stopped,text_8.started,text_8.stopped,helloInstr.started,helloInstr.stopped,beginPractPress.keys,beginPractPress.rt,beginPractPress.started,beginPractPress.stopped,text_4.started,text_4.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,practiceTypeHeader.started,practiceTypeHeader.stopped,fillInText.started,fillInText.stopped,firstResponseQ,flashCondition,flashCode,crossSetup.started,crossSetup.stopped,gratP1.started,gratP1.stopped,gratP2.started,gratP2.stopped,gratP3.started,gratP3.stopped,gratP4.started,gratP4.stopped,practiceBeep1.started,practiceBeep1.stopped,practiceBeeps2.started,practiceBeeps2.stopped,practiceBeeps3.started,practiceBeeps3.stopped,practiceBeeps4.started,practiceBeeps4.stopped,text_2.started,text_2.stopped,Border_1V.started,Border_1V.stopped,Border_2V.started,Border_2V.stopped,Border_3V.started,Border_3V.stopped,Border_4V.started,Border_4V.stopped,R1GeneralPrompt_3.started,R1GeneralPrompt_3.stopped,flashPromptTxt_2.started,flashPromptTxt_2.stopped,mouseClick1Vis.x,mouseClick1Vis.y,mouseClick1Vis.leftButton,mouseClick1Vis.midButton,mouseClick1Vis.rightButton,mouseClick1Vis.time,mouseClick1Vis.clicked_name,mouseClick1Vis.started,mouseClick1Vis.stopped,clickCounter,flashClick,flashRespNum,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,polygonVis_F1.started,polygonVis_F1.stopped,polygonVis_F2.started,polygonVis_F2.stopped,polygonVis_F3.started,polygonVis_F3.stopped,polygonVis_F4.started,polygonVis_F4.stopped,flashVisOpt1.started,flashVisOpt1.stopped,flashVisOpt2.started,flashVisOpt2.stopped,flashVisOpt3.started,flashVisOpt3.stopped,flashVisOpt4.started,flashVisOpt4.stopped,flashPic.started,flashPic.stopped,rollingOnVis.started,rollingOnVis.stopped,text_5.started,text_5.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,Border_1A.started,Border_1A.stopped,Border_2A.started,Border_2A.stopped,Border_3A.started,Border_3A.stopped,Border_4A.started,Border_4A.stopped,R1GeneralPrompt_4.started,R1GeneralPrompt_4.stopped,beepPrompt_uniAud.started,beepPrompt_uniAud.stopped,mouseClickAudB.x,mouseClickAudB.y,mouseClickAudB.leftButton,mouseClickAudB.midButton,mouseClickAudB.rightButton,mouseClickAudB.time,mouseClickAudB.clicked_name,mouseClickAudB.started,mouseClickAudB.stopped,beepClick,beepRespNum,key_resp_13.keys,key_resp_13.rt,key_resp_13.started,key_resp_13.stopped,polygonAud_B1.started,polygonAud_B1.stopped,polygonAud_B2.started,polygonAud_B2.stopped,polygonAud_B3.started,polygonAud_B3.stopped,polygonAud_B4.started,polygonAud_B4.stopped,beepAudOpt1.started,beepAudOpt1.stopped,beepAudOpt2.started,beepAudOpt2.stopped,beepAudOpt3.started,beepAudOpt3.stopped,beepAudOpt4.started,beepAudOpt4.stopped,speakerPic.started,speakerPic.stopped,rollingOnAud.started,rollingOnAud.stopped,text_6.started,text_6.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,Border_0F.started,Border_0F.stopped,Border_1F.started,Border_1F.stopped,Border_2F.started,Border_2F.stopped,Border_3F.started,Border_3F.stopped,Border_0B.started,Border_0B.stopped,Border_1B.started,Border_1B.stopped,Border_2B.started,Border_2B.stopped,Border_3B.started,Border_3B.stopped,R1GeneralPrompt_2.started,R1GeneralPrompt_2.stopped,flashPromptTxt.started,flashPromptTxt.stopped,beepPromptTxt.started,beepPromptTxt.stopped,mouseClick1.x,mouseClick1.y,mouseClick1.leftButton,mouseClick1.midButton,mouseClick1.rightButton,mouseClick1.time,mouseClick1.clicked_name,mouseClick1.started,mouseClick1.stopped,mouseClickB.x,mouseClickB.y,mouseClickB.leftButton,mouseClickB.midButton,mouseClickB.rightButton,mouseClickB.time,mouseClickB.clicked_name,mouseClickB.started,mouseClickB.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,polygonF0.started,polygonF0.stopped,polygonF2.started,polygonF2.stopped,polygonF3.started,polygonF3.stopped,polygonF1.started,polygonF1.stopped,polygonB0.started,polygonB0.stopped,polygonB1.started,polygonB1.stopped,polygonB2.started,polygonB2.stopped,polygonB3.started,polygonB3.stopped,flashOpt0.started,flashOpt0.stopped,flashOpt1.started,flashOpt1.stopped,flashOpt2.started,flashOpt2.stopped,flashOpt3.started,flashOpt3.stopped,beepOpt0.started,beepOpt0.stopped,beepOpt1.started,beepOpt1.stopped,beepOpt2.started,beepOpt2.stopped,beepOpt3.started,beepOpt3.stopped,flashPicBisen.started,flashPicBisen.stopped,beepPicBisen.started,beepPicBisen.stopped,rollingOn.started,rollingOn.stopped,goToTask.started,goToTask.stopped,spaceToStart.keys,spaceToStart.rt,spaceToStart.started,spaceToStart.stopped,flashGoGo.started,flashGoGo.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,grat1.started,grat1.stopped,grat2.started,grat2.stopped,grat3.started,grat3.stopped,grat4.started,grat4.stopped,b1Test.started,b1Test.stopped,b2Test.started,b2Test.stopped,b3Test.started,b3Test.stopped,b4Test.started,b4Test.stopped,text.started,text.stopped,beepGoGo.started,beepGoGo.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,bisenGoGo.started,bisenGoGo.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,breatheBro.started,breatheBro.stopped,image.started,image.stopped,moveOnTxt.started,moveOnTxt.stopped,keysToMoveOn.keys,keysToMoveOn.rt,keysToMoveOn.started,keysToMoveOn.stopped,topAppTxt.started,topAppTxt.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,holdHereTxt.started,holdHereTxt.stopped,holdKeys.keys,holdKeys.rt,holdKeys.started,holdKeys.stopped,helloPitches.started,helloPitches.stopped,PitchLetsGo.keys,PitchLetsGo.rt,PitchLetsGo.started,PitchLetsGo.stopped,cross_hold.started,cross_hold.stopped,tone1.started,tone1.stopped,tone2.started,tone2.stopped,getResponse.keys,getResponse.rt,getResponse.started,getResponse.stopped,responsePrompt.started,responsePrompt.stopped,feedbackWriting.started,feedbackWriting.stopped,PlsGoTxt.started,PlsGoTxt.stopped,LetsGoAlready.keys,LetsGoAlready.rt,LetsGoAlready.started,LetsGoAlready.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,1F0B,5,,,1,0,12,19,20,21,0,6,12,18,0,1,1,1,0,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,6,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1F0B,5,367.64453103300184,None,,,,,,,,,,,,,,,,,,,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,[-0.2513020833333333],[-0.016927083333333332],[1],[0],[0],[0.46892080403631553],['polygonVis_F1'],0.007662800664547831,None,0,['polygonVis_F1'],1,space,0.08667684299871325,370.055131687026,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,369.59513524197973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.4647454699734,368.47471246501664,368.53486707102275,368.5447101370082,368.5447101370082,368.5547899209778,368.5547899209778,368.5646834669751,368.34461617572816,None,368.4046326837095,None,368.4646240987175,None,368.5248085277097,None,368.5646834669751,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,4F0B,20,,,4,0,0,6,12,18,0,6,12,18,0,0,0,0,0,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,7,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,4F0B,20,370.1951552039827,None,,,,,,,,,,,,,,,,,,,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,[0.22265625],[0.015625],[1],[0],[0],[1.0290010099997744],['polygonVis_F4'],0.007699546753428876,None,0,['polygonVis_F4'],4,space,0.10175038600573316,373.1360560209723,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,372.10623323498294,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.895484794979,370.9054176430218,370.9554970919853,370.96548148500733,371.0155253559933,371.0255007329979,371.0754903240013,371.0854943760205,370.895527146681,None,370.95543722271105,None,371.0155657676922,None,371.0755083567172,None,371.0854943760205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F3B,3,,,0,3,0,6,12,18,5,11,17,20,1,1,1,1,1,1,1,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F3B,3,377.8474384750007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,"[0.21744791666666666, 0.17838541666666666, -0.12109375]","[0.15625, 0.15885416666666666, -0.006510416666666667]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[2.208870726986788, 2.708495747006964, 3.308683725015726]",['polygonAud_B2'],0.006607711722608656,None,['polygonAud_B2'],2,space,0.22485568997217342,383.06895171297947,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,379.767954407027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.5476447219844,378.55761906900443,378.60765696002636,378.61757993901847,378.6677269000211,378.67761493398575,378.7276973390253,378.73771486402256,378.5975230526936,None,378.6576148117136,None,378.7177625627199,None,378.74770987672383,None,378.73771486402256,None,373.2960864040069,None,space,4.337575213983655,373.4762462489889,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F4B,4,,,0,4,0,6,12,18,0,6,12,18,1,1,1,1,1,1,1,1,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F4B,4,383.3390469030128,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,[0.07161458333333333],[-0.00390625],[1],[0],[0],[0.7488816129625775],['polygonAud_B3'],0.007644443714525551,None,['polygonAud_B3'],3,space,0.045997747976798564,385.99980966898147,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,385.2595376870013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.03929362801136,384.0492338790209,384.09927839098964,384.10921609099023,384.15934259002097,384.1692483720253,384.2192968170275,384.22929443698376,384.0393104636867,None,384.09926024968155,None,384.15936247967767,None,384.21932227570215,None,384.22929443698376,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F2B,2,,,0,2,0,6,12,18,9,15,20,21,1,1,1,1,1,1,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0F2B,2,386.09991893603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,[-0.10026041666666667],[-0.0026041666666666665],[1],[0],[0],[0.3990497610066086],['polygonAud_B2'],0.006997655727900565,None,['polygonAud_B2'],2,space,0.09914098697481677,388.4107166319736,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,388.020362847019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.8000373659888,386.80996245198185,386.86010138702113,386.86997612699633,386.9200826950255,386.9300259259762,386.9801923899795,386.9900759810116,386.8900746546977,None,386.9500718816824,None,387.0000709937129,None,387.0100562787091,None,386.9900759810116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F2B,2,,,0,2,0,6,12,18,9,15,20,21,1,1,1,1,1,1,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F2B,2,388.5405374399852,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,[-0.07682291666666667],[-0.026041666666666668],[1],[0],[0],[0.2777227769838646],['polygonAud_B2'],0.006570538738742471,None,['polygonAud_B2'],2,space,0.1787018299801275,390.7311088090064,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,390.4610504650045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.24083095102105,389.250808168028,389.3008055189857,389.31063003401505,389.36086598900147,389.370648059994,389.4207456570002,389.43069688399555,389.33088504672634,None,389.39079882272637,None,389.4406918966968,None,389.45074112269214,None,389.43069688399555,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F1B,1,,,0,1,0,6,12,18,12,19,20,21,1,1,1,1,1,0,0,0,white,1,b,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,0F1B,1,390.9711478269892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,[-0.2526041666666667],[0.0234375],[1],[0],[0],[0.17907520005246624],['polygonAud_B1'],0.00767597567755729,None,['polygonAud_B1'],1,space,0.24002543999813497,393.06177810998634,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,392.8820949870278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.67147555499105,391.68138074397575,391.7314200850087,391.7413759310148,391.7914318679832,391.80161634500837,391.8514769949834,391.8614836150082,391.79138265268995,None,391.86147200768465,None,391.87147862770945,None,391.881350288674,None,391.8614836150082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F3B,3,,,0,3,0,6,12,18,5,11,17,20,1,1,1,1,1,1,1,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0F3B,3,393.33189448399935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,[0.09114583333333333],[0.033854166666666664],[1],[0],[0],[2.1993863649549894],['polygonAud_B3'],0.007705817697569728,None,['polygonAud_B3'],3,space,0.0747826709994115,397.44302396901185,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,395.2524110529921,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.03217844397295,394.04202573298244,394.09206976299174,394.10216019302607,394.1521235050168,394.1620305199758,394.2121483000228,394.2221276690252,394.08215528072907,None,394.14199632672245,None,394.20204327271205,None,394.2321226817265,None,394.2221276690252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F1B,1,,,0,1,0,6,12,18,12,19,20,21,1,1,1,1,1,0,0,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0F1B,1,397.56303154700436,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,"[-0.2877604166666667, -0.2747395833333333]","[-0.022135416666666668, -0.015625]","[1, 1]","[0, 0]","[0, 0]","[0.5386138499598019, 0.8088118799496442]",['polygonAud_B1'],0.007515423698350787,None,['polygonAud_B1'],1,space,0.20970306097296998,400.28416449401993,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,399.48357565898914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.263325168984,398.2732597150025,398.3233174419729,398.33325768401846,398.38333047297783,398.39324747701176,398.44333118601935,398.45330581301823,398.3832682756882,None,398.4533261987206,None,398.4633008257195,None,398.4733448666928,None,398.45330581301823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F4B,4,,,0,4,0,6,12,18,0,6,12,18,1,1,1,1,1,1,1,1,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0F4B,4,400.52389019698603,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,"[0.20833333333333334, 0.20833333333333334]","[-0.028645833333333332, -0.028645833333333332]","[1, 1]","[0, 0]","[0, 0]","[0.36897346598561853, 0.5788100460194983]","['polygonAud_B4', 'polygonAud_B4']",0.007615394773893058,None,['polygonAud_B4'],4,space,0.2731894719763659,402.8046158840298,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,402.44444451801246,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.2241854949971,401.2340802230174,401.2841594549827,401.2941035029944,401.34420049597975,401.3542568879784,401.4041328409803,401.41412673698505,401.2240991337283,None,401.28415004767595,None,401.34418315071963,None,401.40414885371575,None,401.41412673698505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
,0F3B,3,,,0,3,0,6,12,18,5,11,17,20,1,1,1,1,1,1,1,0,white,1,f,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,0F3B,3,403.1046421760111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,[0.20833333333333334],[-0.0234375],[1],[0],[0],[0.18882028898224235],['polygonAud_B4'],0.007630448671989143,None,['polygonAud_B4'],4,space,0.22435318102361634,405.2054575950024,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,405.0251773559721,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.804881255026,403.81497988000046,403.8648796370253,403.8747753200005,403.9249407000025,403.93483478197595,403.98494247399503,403.99482084298506,403.8548570487008,None,403.91485497871764,None,403.97491975871964,None,404.00481585568633,None,403.99482084298506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,001,2023_Feb_23_1100,SIFI_RandomRespOrder_AttemptGratingBackto3Beeps_111022_MERGINGFINAL,2021.2.3,99.93165375527946,
