targetSpeakerName,targetSpeakerEccen,targetSpkrChannel,targetSpkrSound,targetVisualDegrees,visStimLoc,visStimLoc2,visStimW,visStimH,practiceTrials.thisRepN,practiceTrials.thisTrialN,practiceTrials.thisN,practiceTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,audLocalLoop.thisRepN,audLocalLoop.thisTrialN,audLocalLoop.thisN,audLocalLoop.thisIndex,visualLocalLoop.thisRepN,visualLocalLoop.thisTrialN,visualLocalLoop.thisN,visualLocalLoop.thisIndex,letsGoAlready.keys,letsGoAlready.rt,letsGoAlready.started,letsGoAlready.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,stretchBreakTxrt.started,stretchBreakTxrt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,letsGoLocal.keys,letsGoLocal.rt,letsGoLocal.started,letsGoLocal.stopped,text_4.started,text_4.stopped,prepFixTxt.started,prepFixTxt.stopped,prepFixTxt_2.started,prepFixTxt_2.stopped,respPromptLocal.started,respPromptLocal.stopped,slider.response,slider.rt,slider.started,slider.stopped,letsGoLocal_2.keys,letsGoLocal_2.rt,letsGoLocal_2.started,letsGoLocal_2.stopped,text_7.started,text_7.stopped,prepFixTxt_3.started,prepFixTxt_3.stopped,grating.started,grating.stopped,exitTxt.started,exitTxt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,space,58.5044465190731,24.768115734215826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.768115734215826,None,83.4016954433173,None,space,10.383859178982675,83.58453403320163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0343595482409,None,space,2.3184925778768957,94.21791923092678,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.9885206841863692,96.66797092510387,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,96.66797092510387,None,98.70102587714791,None,99.81781779695302,None,100.73429357819259,None,1.2613756613756615,6.453614375088364,100.73429357819259,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,0,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.18511237530038,None,108.28434967808425,None,109.21762678492814,None,1.1566137566137566,2.3489005779847503,109.21762678492814,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.56792039005086,None,112.6677217213437,None,113.60121282190084,None,1.462962962962963,1.399723653215915,113.60121282190084,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.00140117714182,None,116.10095384111628,None,117.03430016431957,None,1.4925925925925925,1.0506832362152636,117.03430016431957,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
midRight,13.0,3,ch1Sound_localizationTask.wav,13.0,"(1142, 878)","(182, -202)",190,-338,,,,,,,,,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1013436759822,None,119.2011838289909,None,120.13433783594519,None,1.483068783068783,2.9508580029942095,120.13433783594519,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.1012287712656,None,124.20092302002013,None,125.13430249225348,None,1.6777777777777778,0.9669061019085348,125.13430249225348,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.11805043322966,None,127.21767327189445,None,128.15109473234043,None,1.5349206349206348,1.434181028045714,128.15109473234043,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
center,0.0,6,ch1Sound_localizationTask.wav,0.0,"(952, 878)","(-8,-202)",0,-338,,,,,,,,,1,0,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.60141941625625,None,130.70111990813166,None,131.63437290024012,None,1.3973544973544973,0.7012044796720147,131.63437290024012,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,1,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.3512257821858,None,133.45108992606401,None,134.3843056713231,None,1.182010582010582,0.8173564407043159,134.3843056713231,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,1,2,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.21817198814824,None,136.31772659020498,None,137.2509465632029,None,1.717989417989418,1.1498820302076638,137.2509465632029,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,1,3,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.40163588011637,None,139.5010055983439,None,140.43442632909864,None,1.1777777777777778,1.5337200108915567,140.43442632909864,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
midLeft,-13.0,2,ch1Sound_localizationTask.wav,-13.0,"(762, 878)","(-198,-202)",-190,-338,,,,,,,,,1,4,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.98481031088158,None,143.08441904606298,None,144.0177415511571,None,1.1597883597883598,0.4330599349923432,144.0177415511571,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
nearRight,6.5,0,ch1Sound_localizationTask.wav,6.5,"(1047, 878)","(87, -202)",95,-338,,,,,,,,,1,5,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.45132896816358,None,145.5512567423284,None,146.4844390093349,None,1.5296296296296297,0.8685931120999157,146.4844390093349,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
farLeft,-19.1,5,ch1Sound_localizationTask.wav,-19.1,"(667, 878)","(-293,-202)",-285,-338,,,,,,,,,1,6,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.36805380089208,None,148.4677679152228,None,149.40106009226292,None,1.146031746031746,0.6335990321822464,149.40106009226292,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
farRight,19.1,4,ch1Sound_localizationTask.wav,19.1,"(1237, 878)","(277,-202)",285,-338,,,,,,,,,2,0,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0513265891932,None,151.15102793788537,None,152.08440260915086,None,1.7026455026455025,0.9663058891892433,152.08440260915086,None,,,,,,,,,,,,,,,,,132,001,2023_Nov_10_1159,Localization_IfspeechCrashes,2021.2.3,60.01128790880095,
